,Unnamed: 0,Tipo,Título,Año,Mes,ID
256,256,Movie,Juan & Ted: Wanted,2000.0,12.0,tt0336675
257,257,Movie,Sagot kita: Mula ulo hanggang paa,2000.0,11.0,tt0337134
258,258,Movie,La texana maldita,2000.0,0.0,tt0341611
259,259,Movie,Ayos na... ang kasunod,2000.0,8.0,tt0343388
260,260,Movie,Pau lui: Duet min ji lui,2000.0,0.0,tt0347161
261,261,Movie,Ang dalubhasa,2000.0,1.0,tt0344838
262,262,Movie,Fidel Jimenez: Magkasubukan tayo,2000.0,2.0,tt0346983
263,263,Movie,Col. Elmer Jamias: Barako ng Maynila,2000.0,3.0,tt0346775
264,264,Movie,Garapal,2000.0,8.0,tt0347041
265,265,Movie,Anghel dela guardia,2000.0,8.0,tt0346511
266,266,Movie,Antonio Cuervo - Police: Walang pinipili ang batas,2000.0,2.0,tt0346516
267,267,Movie,Eskort,2000.0,11.0,tt0346948
268,268,Movie,Katayan,2000.0,10.0,tt0347321
269,269,Movie,Makamandag na bala,2000.0,3.0,tt0347476
270,270,Movie,Tunay na tunay: Gets mo? Gets ko!,2000.0,3.0,tt0344499
271,271,Movie,Sugo ng Tondo,2000.0,12.0,tt0348138
272,272,Movie,Most Wanted,2000.0,3.0,tt0347573
273,273,Movie,Matalino man ang matsing naiisahan din!,2000.0,3.0,tt0347512
274,274,Movie,Minsan ko lang sasabihin,2000.0,8.0,tt0347547
275,275,Movie,"Pag oras mo, oras mo na",2000.0,4.0,tt0347725
276,276,Movie,Entre las patas de los caballos,2000.0,0.0,tt0348602
277,277,Movie,Ipinanganak na ang taong papatay sa iyo,2000.0,10.0,tt0347255
278,278,Movie,Ping Lacson: Super Cop,2000.0,12.0,tt0347777
279,279,Movie,Spirit Warriors,2000.0,12.0,tt0348087
280,280,Movie,Testigo,2000.0,9.0,tt0348192
281,281,Movie,Tumbador,2000.0,3.0,tt0348260
282,282,Movie,Palaban,2000.0,3.0,tt0347728
283,283,Movie,Pasasabugin ko ang mundo mo,2000.0,7.0,tt0347747
284,284,Movie,"Pedro Penduko, Episode II: The Return of the Comeback",2000.0,5.0,tt0347757
285,285,Movie,Sheng shi chuan shuo,2000.0,1.0,tt0347996
286,286,Movie,Waray,2000.0,6.0,tt0348350
287,287,Movie,Ang babaeng putik,2000.0,3.0,tt0349092
288,288,Movie,Tequila y mezcal,2000.0,0.0,tt0354093
289,289,Movie,Jallad No. 1,2000.0,0.0,tt0354662
290,290,Movie,Fils de personne,2000.0,11.0,tt0356607
291,291,Movie,¡Alerta!... La justicia de Rojo,2000.0,0.0,tt0356219
292,292,Movie,Paris boum boum,2000.0,6.0,tt0356996
293,293,Movie,The Drop,2000.0,5.0,tt0359190
294,294,Movie,Bandolero,2000.0,0.0,tt0362431
295,295,Movie,23 Hours,2000.0,7.0,tt0361277
296,296,Movie,Maten a la hiena,2000.0,0.0,tt0364506
297,297,Movie,La perra anda suelta,2000.0,0.0,tt0364598
298,298,Movie,The Dominant Eye,2000.0,0.0,tt0363573
299,299,Movie,Tres reos,2000.0,0.0,tt0364709
300,300,Movie,Moment's Notice,2000.0,0.0,tt0369733
301,301,Movie,Orpheus & Eurydice,2000.0,9.0,tt0371047
302,302,Movie,Patigasan,2000.0,0.0,tt0371069
303,303,Movie,Kahit pito ang buhay mo,2000.0,0.0,tt0373057
304,304,Movie,Mitades,2000.0,6.0,tt0374051
305,305,Movie,Barrio sin ley,2000.0,,tt0381033
306,306,Movie,Horas contadas,2000.0,,tt0381253
307,307,Movie,Cazador de serpientes,2000.0,,tt0380256
308,308,Movie,Barrio 13 al desnudo,2000.0,,tt0379711
309,309,Movie,Maten al cazador,2000.0,,tt0381411
310,310,Movie,El gallo de guerrero,2000.0,,tt0381202
311,311,Movie,Xiao Li fei dao zi Fei dao wai chuan,2000.0,5.0,tt0388416
312,312,Movie,Infierno en la sierra,2000.0,,tt0393379
313,313,Movie,La ley de guerrero,2000.0,,tt0393431
314,314,Movie,Ley fuga,2000.0,,tt0393432
315,315,Movie,Cholos empericados,2000.0,,tt0393151
316,316,Movie,El regreso de Camelia la Chicana,2000.0,,tt0393638
317,317,Movie,Catarino y los rurales,2000.0,,tt0393132
318,318,Movie,El carretonero,2000.0,,tt0393130
319,319,Movie,Caceria del chivo,2000.0,,tt0397944
320,320,Movie,80 kilos suicidas,2000.0,,tt0396413
321,321,Movie,Sagot ko ang buhay mo,2000.0,4.0,tt0398307
322,322,Movie,Huwag mo akong subukan,2000.0,,tt0399165
323,323,Movie,Shinsengumi,2000.0,1.0,tt0400817
324,324,Movie,Biu che ji che san chuen suet,2000.0,10.0,tt0403880
325,325,Movie,Emilio Aguinaldo,2000.0,,tt0434916
326,326,Movie,Aaj Ka Ravan,2000.0,0.0,tt0437058
327,327,Movie,Kahit demonyo itutumba ko,2000.0,,tt0438124
328,328,Movie,El jueves no matamos,2000.0,,tt0441332
329,329,Movie,Tierra de escorpiones,2000.0,,tt0450859
330,330,Movie,Thrill Kill Jack in Hale Manor,2000.0,0.0,tt0451229
331,331,Movie,Sultaan,2000.0,2.0,tt0462041
332,332,Movie,La ley del gris,2000.0,,tt0465004
333,333,Movie,Doubles,2000.0,,tt0467884
334,334,Movie,Senza paura,2000.0,5.0,tt0469823
335,335,Movie,Shirley Pimple in the John Wayne Temple of Doom,2000.0,0.0,tt0478888
336,336,Movie,Meri Jung Ka Elaan,2000.0,0.0,tt0481880
337,337,Movie,Vamsee,2000.0,1.0,tt0484003
338,338,Movie,Shabdavedi,2000.0,2.0,tt0495627
339,339,Movie,Billa No. 786,2000.0,,tt0494926
340,340,Movie,Shikaar,2000.0,,tt0495893
341,341,Movie,13 Días antes de vivir,2000.0,,tt0772693
342,342,Movie,Los muertos no hablan,2000.0,,tt0777953
343,343,Movie,The Revenge: Geeta Mera Naam,2000.0,,tt0778824
344,344,Movie,Patrón de patrones,2000.0,,tt0783768
345,345,Movie,Kaze wo mita shônen,2000.0,7.0,tt0784145
346,346,Movie,Las plebes de Sinaloa,2000.0,,tt0787124
347,347,Movie,Gomer and Ed Lost in Space,2000.0,2.0,tt0810396
348,348,Movie,Kaisokuou ni ore wa naru,2000.0,3.0,tt0814243
349,349,Movie,Nan guo feng yun,2000.0,,tt0856262
350,350,Movie,Ölüm Pesimizde,2000.0,,tt0899183
351,351,Movie,Ngo joi gam yuk dik yat ji,2000.0,1.0,tt0903904
352,352,Movie,Ying: Saat ji fat,2000.0,11.0,tt0929287
353,353,Movie,Pravo na vybor,2000.0,,tt0950759
354,354,Movie,Ying Xiong Wu Yu,2000.0,1.0,tt10049680
355,355,Movie,Soorappa,2000.0,5.0,tt10168828
356,356,Movie,Umi no ourora,2000.0,8.0,tt1080035
357,357,Movie,Kugel ins Genick,2000.0,10.0,tt10895738
358,358,Movie,Gai zheng gui xie,2000.0,10.0,tt10978642
359,359,Movie,Kaali Ki Saugandh,2000.0,11.0,tt1107348
360,360,Movie,I epohi ton asevon,2000.0,11.0,tt1162002
361,361,Movie,Kosto,2000.0,,tt11826730
362,362,Movie,Rayalaseema Ramanna Chowdary,2000.0,9.0,tt1212136
363,363,Movie,Aaj Ka Nanha Farishta,2000.0,2.0,tt1225873
364,364,Movie,Kaali Topi Lal Rumaal,2000.0,9.0,tt1236202
365,365,Movie,Dujon Dujonar,2000.0,,tt12425714
366,366,Movie,Bayer 04 Leverkusen vs Eintracht Frankfurt,2000.0,5.0,tt12455262
367,367,Movie,Dalaal No.1,2000.0,,tt1265645
368,368,Movie,Foh lung lui,2000.0,,tt13709798
369,369,Movie,Aakhir Kaun Thi Woh?,2000.0,,tt1453939
370,370,Movie,Babu Parsuram,2000.0,,tt1468292
371,371,Movie,Sudhandhiram,2000.0,,tt1505127
372,372,Movie,Ayudha Pooja,2000.0,,tt1538460
373,373,Movie,Dard Pardesaan De,2000.0,,tt1547627
374,374,Movie,Prema Kosam,2000.0,,tt1575657
375,375,Movie,Sivaji,2000.0,,tt1575680
376,376,Movie,Jayam Manadera,2000.0,10.0,tt1575576
377,377,Movie,Baachi,2000.0,11.0,tt1694521
378,378,Movie,Nu nan jue,2000.0,3.0,tt1703099
379,379,Movie,Yi bu yi di xue,2000.0,1.0,tt1781066
380,380,Movie,Goo yung bing,2000.0,10.0,tt1796494
381,381,Movie,12 O'clock,2000.0,1.0,tt1841475
382,382,Movie,Akin ang labang ito,2000.0,8.0,tt1894406
383,383,Movie,Bhai No 1,2000.0,1.0,tt1999101
384,384,Movie,Aakhri Dacait,2000.0,11.0,tt2006046
385,385,Movie,Saugandh,2000.0,1.0,tt2006228
386,386,Movie,Patthar Aur Payal,2000.0,,tt2006203
387,387,Movie,Agniputra,2000.0,1.0,tt2008444
388,388,Movie,Justice Chowdhary,2000.0,1.0,tt2008544
389,389,Movie,Babu Badshah,2000.0,1.0,tt2009425
390,390,Movie,Jwalamukhi,2000.0,1.0,tt2009503
391,391,Movie,Qurbaniyaan,2000.0,1.0,tt2009563
392,392,Movie,Sabse Bada Be-Imaan,2000.0,12.0,tt2009571
393,393,Movie,Qian long duo bao,2000.0,4.0,tt2022512
394,394,Movie,Nante yononakada.,2000.0,,tt2028524
395,395,Movie,Maguna,2000.0,0.0,tt2083257
396,396,Movie,Liu mang te jing,2000.0,,tt2097292
397,397,Movie,The Twitching Dead,2000.0,0.0,tt2145951
398,398,Movie,Kureyon Shinchan: Arashi o Yobu Janguru!,2000.0,4.0,tt2180441
399,399,Movie,Tie nan ben se,2000.0,9.0,tt2230266
400,400,Movie,Tian xia wu di zhang men ren,2000.0,,tt2433732
401,401,Movie,Daku Sultana,2000.0,1.0,tt2504924
402,402,Movie,Daku Kali Bhawani,2000.0,6.0,tt2556010
403,403,Movie,Dacait,2000.0,2.0,tt2556004
404,404,Movie,Ganga Dacait,2000.0,1.0,tt2662780
405,405,Movie,Heerabai,2000.0,1.0,tt2663778
406,406,Movie,Daku Ganga Jamuna,2000.0,8.0,tt2662760
407,407,Movie,Jwala Daku,2000.0,1.0,tt2663818
408,408,Movie,Johra Bai,2000.0,1.0,tt2663792
409,409,Movie,Lady Dacoit,2000.0,1.0,tt2663806
410,410,Movie,Champakali,2000.0,1.0,tt2663808
411,411,Movie,Jai Bhavani,2000.0,1.0,tt2667340
412,412,Movie,Basanti,2000.0,1.0,tt2669258
413,413,Movie,Rani Mera Naam,2000.0,1.0,tt2668882
414,414,Movie,Badla Aurat Ka,2000.0,1.0,tt2782846
415,415,Movie,Sultana Mera Naam,2000.0,1.0,tt2857028
416,416,Movie,Jigar Baaz,2000.0,1.0,tt2963058
417,417,Movie,Kukkhato Khuni,2000.0,,tt3101644
418,418,Movie,Gunda Number One,2000.0,1.0,tt3110316
419,419,Movie,Ai sha 2000,2000.0,11.0,tt3503954
420,420,Movie,Weyback,2002.0,8.0,tt3531180
421,421,Movie,Daku Rani Champa Bai,2000.0,1.0,tt3737020
422,422,Movie,Bharat India Hindustan,2000.0,1.0,tt3734198
423,423,Movie,Chehrey Ke Peechhey,2000.0,1.0,tt3736982
424,424,Movie,Bijlee,2000.0,1.0,tt3736942
425,425,Movie,Daku Rani,2000.0,1.0,tt3743434
426,426,Movie,Daaku Dilruba,2000.0,1.0,tt3743514
427,427,Movie,Maila Aanchal,2000.0,1.0,tt3745830
428,428,Movie,Rahasya,2000.0,1.0,tt3746376
429,429,Movie,Daku Maharani,2000.0,1.0,tt3743464
430,430,Movie,Aaghaat,2000.0,1.0,tt3748376
431,431,Movie,Geeta Mera Naam,2000.0,1.0,tt3748600
432,432,Movie,Rana the Don,2000.0,1.0,tt3763726
