,0
1272,Jia Fengsen
1273,Chai Xiurong
1274,Zhu Hongmao
1275,Shun Xing
1276,Zhao Zuan
1277,Matthias Schweighöfer
1278,Christian Tramitz
1279,Alfred Dorfer
1280,Julia Hartmann
1281,Adele Neuhauser
1282,Jenny Riemann
1283,Hannes Ringlstetter
1284,Christian Ulmen
1285,Michaël Youn
1286,Jimmy Jean-Louis
1287,Catalina Denis
1288,Géraldine Nakache
1289,Didier Flamand
1290,Frédéric Chau
1291,Jean-Marie Lamour
1292,Natalia Dontcheva
1293,Irène Jacob
1294,Charlotte Rampling
1295,Bill Pullman
1296,Daniela Dams
1297,Jérôme Kircher
1298,Jean-Marc Roulot
1299,David Jarre
1300,Lesley Manville
1301,Jim Broadbent
1302,Ruth Sheen
1303,Karina Fernandez
1304,Imelda Staunton
1305,David Bradley
1306,Oliver Maltman
1307,Phil Davis
1308,Christian Keyes
1309,Tiffany Hines
1310,Angell Conwell
1311,Kareem Grimes
1312,Ayo Sorrells
1313,Debra Wilson
1314,Shillae Anderson
1315,Tiffany A. Rose
1316,Peter Serafinowicz
1317,Kelly Coffield Park
1318,Amelia Talbot
1319,Bonnie Somerville
1320,Christopher McDonald
1321,Kate Mulgrew
1322,Craig Roberts
1323,Yasmin Paige
1324,Paddy Considine
1325,Noah Taylor
1326,Sarah Pasquali
1327,Lydia Fox
1328,Lily McCann
1329,François Cluzet
1330,Marion Cotillard
1331,Jean Dujardin
1332,Louise Monot
1333,Laurent Lafitte
1334,Hocine Merabet
1335,Benoît Magimel
1336,Martin Sheen
1337,Emilio Estévez
1338,Renée Estévez
1339,James Nesbitt
1340,Deborah Kara Unger
1341,Yorick van Wageningen
1342,David Alexanian
1343,Spencer Garrett
1344,Selton Mello
1345,Ana Lúcia Torre
1346,Aramis Trindade
1347,Fabíula Nascimento
1348,André Guerreiro Lopes
1349,Germano Haiut
1350,Gorete Milagres
1351,Zé Carlos Machado
1352,Linas Phillips
1353,Davie-Blue
1354,Jim Fletcher
1355,Alex Karpovsky
1356,Christian Palmer
1357,Paul Lazar
1358,Sebastian Scandiuzzi
1359,Jack Bennett
1360,Omkar Das Manikpuri
1361,Aamir Khan
1362,Shalini Vatsa
1363,Raghubir Yadav
1364,Malaika Shenoy
1365,Nawazuddin Siddiqui
1366,Farrukh Jaffar
1367,Naseeruddin Shah
1368,Pierre Grimblat
1369,Mimi Le Meaux
1370,Julie Atlas Muz
1371,Antoine Gouy
1372,Joseph Roth
1373,Anne Benoît
1374,Julie Ferrier
1375,Pamela Tola
1376,Jasper Pääkkönen
1377,Timo Lavikainen
1378,Kari Ketonen
1379,Jussi Vatanen
1380,Miia Nuutila
1381,Sinikka Mokkila
1382,Erkki Hetta
1383,Gisèle Casadesus
1384,Sophie Guillemin
1385,Patrick Bouchitey
1386,François-Xavier Demaison
1387,Jean-François Stévenin
1388,Maurane
1389,Mélanie Bernier
1390,Allen Cognata
1391,Thea Gill
1392,Jason London
1393,Heather Tom
1394,Paul Diomede
1395,Tom Gibis
1396,Bud Stafford
1397,Molly Nutley
1398,Helena Bergström
1399,Jakob Eklund
1400,Reine Brynolfsson
1401,Rikard Wolff
1402,Jan Mybrand
1403,Tord Peterson
1404,Per Oscarsson
1405,Steve Bisley
1406,Josh Lawson
1407,Isabel Lucas
1408,Nadine Garner
1409,Essie Davis
1410,Adam Zwar
1411,Rhonda Burchmore
1412,Kestie Morassi
1413,Romain Duris
1414,Vanessa Paradis
1415,François Damiens
1416,Andrew Lincoln
1417,Helena Noguerra
1418,Jacques Frantz
1419,Philippe Lacheau
1420,Tyler Labine
1421,Eli Craig
1422,Katrina Bowden
1423,Chelan Simmons
1424,Jesse Moss
1425,Philip Granger
1426,Travis Nelson
1427,Marina Hands
1428,Guillaume Gallienne
1429,Julien Doré
1430,Jean-Jacques Vincent
1431,Hervé Pierre
1432,Noémie Lvovsky
1433,Benoît Bartherotte
1434,Micaela Ramazzotti
1435,Valerio Mastandrea
1436,Stefania Sandrelli
1437,Claudia Pandolfi
1438,Aurora Frasca
1439,Giacomo Bibbiani
1440,Fabrizia Sacchi
1441,Carlo Virzì
1442,Lorena Mateo
1443,Andrea Ros
1444,Ana Rayo
1445,Maxi Iglesias
1446,Guillermo Eced
1447,Marcel Borràs
1448,Lydia Fairén
1449,David Castillo
1450,Ryan Phillippe
1451,Billy Zane
1452,Timothy V. Murphy
1453,Val Kilmer
1454,Daniel Auteuil
1455,Laurence Badie
1456,Sabine Azéma
1457,Bernard Alane
1458,Medeea Marinescu
1459,Michel Crémadès
1460,Anne-Sophie Germanaz
1461,Agnès Boury
1462,Bellamy Young
1463,Frankie Shaw
1464,Leonora Pitts
1465,Ross Partridge
1466,Joshua Leonard
1467,Ken Kennedy
1468,Javier Cámara
1469,Íngrid Rubio
1470,Hugo Silva
1471,Juan Diego
1472,Tristán Ulloa
1473,Lluís Villanueva
1474,Kira Miró
1475,Philip Winchester
1476,Lacey Chabert
1477,Abigail Spencer
1478,Kelly Overton
1479,Michael Badalucco
1480,Amy Aquino
1481,Tim Draxl
1482,Nikita Mijalkov
1483,Nadezhda Mijalkova
1484,Oleg Ménshikov
1485,Yevgeny Mironov
1486,Vladimir Adolfovich Ilyin
1487,Serguéi Makovetski
1488,Dmitri Dyuzhev
1489,Andrey Merzlikin
1490,Candîce Hillebrand
1491,Cary-Hiroyuki Tagawa
1492,Lateef Crowder Dos Santos
1493,Luke Goss
1494,Gary Daniels
1495,Mircea Monroe
1496,Tamlyn Tomita
1497,Kareena Kapoor
1498,Satish Kaushik
1499,Aarti Chhabria
1500,Sarfaraz khan
1501,Kirron Kher
1502,Martin Dubreuil
1503,Claude Legault
1504,Rémy Girard
1505,Rose-Marie Coallier
1506,Pascale Delhaes
1507,Fanny Mallette
1508,Alexandre Goyette
1509,Dominique Quesnel
1510,Roberto Enríquez
1511,Emilio Gutiérrez Caba
1512,Alicia Borrachero
1513,Ana Gracia
1514,Rubén Ochandiano
1515,Yohana Cobo
1516,Asunción Balaguer
1517,Arturo de Córdova
1518,Lucha Reyes
1519,Leonor Gomez
1520,"Carlos López ""Chaflán"""
1521,Max Langler
1522,Miguel Wimer
1523,Lupita Gallardo
1524,Alfonso Parra
1525,Anthony Mackie
1526,Kerry Washington
1527,Jamie Hector
1528,Jamara Griffin
1529,Wendell Pierce
1530,Amari Cheatom
1531,Novella Nelson
1532,Ron Simons
1533,Benicio del Toro
1534,Hugo Weaving
1535,Art Malik
1536,Rick Baker
1537,Michael Cronin
1538,Jon Favreau
1539,Gwyneth Paltrow
1540,Jeff Bridges
1541,Terrence Howard
1542,Leslie Bibb
1543,Stan Lee
1544,Paul Bettany
1545,Jensen Ackles
1546,Jared Padalecki
1547,Misha Collins
1548,Mark Sheppard
1549,Jim Beaver
1550,Jeffrey Dean Morgan
1551,Alexander Calvert
1552,Genevieve Cortese
1553,Sarah Roemer
1554,Imogen Poots
1555,Erin Kelly
1556,Frances Conroy
1557,Will Patton
1558,Conner Ann Waterman
1559,Ben Affleck
1560,Jeremy Renner
1561,Blake Lively
1562,Pete Postlethwaite
1563,Jon Hamm
1564,Titus Welliver
1565,Owen Burke
1566,Joseph Fiennes
1567,Cliff Curtis
1568,Tom Felton
1569,Peter Firth
1570,María Botto
1571,Stephen Hagan
1572,Richard Atwill
1573,James Shilaimon
1574,Javier Bardem
1575,Billy Crudup
1576,Hadi Subiyanto
1577,I. Gusti Ayu Puspawati
1578,Rachel Weisz
1579,Nikolaj Lie Kaas
1580,Monica Bellucci
1581,Rosabell Laurenti Sellers
1582,Danny John-Jules
1583,Mihai Ghior
1584,Cristina Cristian
1585,Cole Hauser
1586,Sophia Bush
1587,Shawn Ashmore
1588,Melissa Bolona
1589,Ashton Holmes
1590,Sean Brosnan
1591,Albert Dupontel
1592,Stéphane Debac
1593,Alice Taglioni
1594,Caterina Murino
1595,Sergi López
1596,Lucien Jean-Baptiste
1597,Serge Hazanavicius
1598,Stana Katić
1599,Jessica Dean
1600,Darren Reiher
1601,Ryan C. King
1602,Tommy Fitzgerald
1603,Rick Yudt
1604,Chris Fitzgerald
1605,Teresa Riney
1606,Billy Boyd
1607,Patrick Bauchau
1608,Smadi Wolfman
1609,Dominic Gould
1610,Geoffrey Carey
1611,Cinsyla Key
1612,George W. Contreras
1613,Meta Golding
1614,Charles Dance
1615,Jason Butler Harner
1616,Enid Graham
1617,Walt Klink
1618,Rob Yang
1619,Peter Weller
1620,Matt Damon
1621,Greg Kinnear
1622,Jason Isaacs
1623,Amy Ryan
1624,Brendan Gleeson
1625,Yigal Naor
1626,Khalid Abdalla
1627,Raad Rawi
1628,Natalie Portman
1629,Mila Kunis
1630,Vincent Cassel
1631,Winona Ryder
1632,Barbara Hershey
1633,Benjamin Millepied
1634,Sebastian Stan
1635,Sarah Lane
1636,Kate Hudson
1637,Simon Baker
1638,Donna E. Jones
1639,Caitlin Turner
1640,Christian Bale
1641,Micky Ward
1642,Melissa Leo
1643,Dicky Eklund
1644,Bianca Hunter
1645,Jack McGee
1646,Frank Renzulli
1647,James McAvoy
1648,Robin Wright
1649,Evan Rachel Wood
1650,Alexis Bledel
1651,Toby Kebbell
1652,Sean Penn
1653,Noah Emmerich
1654,Sam Shepard
1655,Michael Kelly
1656,Ty Burrell
1657,Bruce McGill
1658,Brooke Smith
1659,Channing Tatum
1660,Scott Porter
1661,Gavin McCulley
1662,Luke Benward
1663,Bryce Hogarth
1664,Adrien Brody
1665,Cam Gigandet
1666,Clifton Collins Jr.
1667,Travis Fimmel
1668,Ethan Cohn
1669,Michael Fassbender
1670,Olga Kurylenko
1671,Dominic West
1672,Axelle Carolyn
1673,JJ Feild
1674,David Morrissey
1675,Liam Cunningham
1676,Juliette Binoche
1677,William Shimell
1678,Angelo Barbagallo
1679,Filippo Trojano
1680,Andrea Laurenzi
1681,Agathe Natanson
1682,Gianna Giachetti
1683,Jean-Claude Carrière
1684,Janina Gavankar
1685,Justice Alan
1686,Al Madrigal
1687,April Adams
1688,Calvin Barber
1689,Xu Razer
1690,Michael Douglas
1691,Shia LaBeouf
1692,Oliver Stone
1693,Carey Mulligan
1694,Frank Langella
1695,Eli Wallach
1696,Susan Sarandon
1697,Penny Chenery
1698,Margo Martindale
1699,John Malkovich
1700,Diane Lane
1701,Amanda Michalka
1702,Kevin Connolly
1703,Dylan Walsh
1704,James Cromwell
1705,Denzel Washington
1706,Gary Oldman
1707,Jennifer Beals
1708,Ray Stevenson
1709,Michael Gambon
1710,Tom Waits
1711,Evan Jones
1712,Eduardo Noriega
1713,Belén Rueda
1714,Carlos Leal
1715,Clara Lago
1716,José Ángel Egido
1717,Sonia Lázaro
1718,Dritan Biba
1719,Jesse Eisenberg
1720,Caroline London
1721,Andrew McCarthy
1722,Bruce Davison
1723,Connor Paolo
1724,Will Denton
1725,Spencer Treat Clark
1726,Edward Speleers
1727,Holly Weston
1728,Sam Gittins
1729,Sean Pertwee
1730,Shauna Macdonald
1731,Rosie Day
1732,Elliot Cowan
1733,Calvin Dean
1734,Bruce Dern
1735,Bob Odenkirk
1736,June Squibb
1737,Dennis McCoig
1738,Ronald Vosta
1739,Stacy Keach
1740,Devin Ratray
1741,Chris Pine
1742,Bre Blair
1743,Shawn Christian
1744,Ryan Craig
1745,John Hawkes
1746,Robert Pine
1747,Muse Watson
1748,Megan Fox
1749,Jimmy Hayward
1750,Will Arnett
1751,Michael Shannon
1752,Wes Bentley
1753,Hanna Hall
1754,Adam Sherman
1755,Andie MacDowell
1756,Jesse Plemons
1757,Mark L. Young
1758,Shiloh Fernandez
1759,Rutger Hauer
1760,Tyler Steelman
1761,Nicolas Winding Refn
1762,Mads Mikkelsen
1763,Kim Bodnia
1764,Zlatko Burić
1765,Laura Drasbaek
1766,Slavko Labović
1767,Vanja Bajičić
1768,Lisbeth Rasmussen
1769,Teresa Palmer
1770,Gabriel Bateman
1771,Maria Bello
1772,Lotta Losten
1773,Alicia Vela-Bailey
1774,Alexander DiPersia
1775,Billy Burke
1776,Emily Alyn Lind
1777,Gong Li
1778,Chow Yun-Fat
1779,Ken Watanabe
1780,Franka Potente
1781,Rinko Kikuchi
1782,David Morse
1783,Jared Harris
1784,Sam Claflin
1785,Olivia Cooke
1786,Erin Richards
1787,Tracy Ray
1788,Aldo Maland
1789,Rory Fleck Byrne
1790,Harman Singh
1791,Reese Witherspoon
1792,Julianna Margulies
1793,Greta Lee
1794,Desean K. Terry
1795,Julie Dray
1796,Jonnie Hurn
1797,Marc Warren
1798,Rosie Fellner
1799,Dougal Porteous
1800,John Last
1801,Grace Vallorani
1802,Jean-Baptiste Puech
1803,Shingo Usami
1804,Kentaro Hara
1805,Jai Koutrae
1806,James Bishop
1807,Steve Dodd
1808,Rudi Baker
1809,Kuni Hashimoto
1810,Taki Abe
1811,Gabriel Batistuta
1812,José Wilker
1813,José Dumont
1814,Marcélia Cartaxo
1815,Zezita Matos
1816,Ravi Ramos Lacerda
1817,Fernando Teixeira
1818,Gal Cunha Lima
1819,Michelle Williams
1820,Ryan Gosling
1821,Faith Wladyka
1822,John Doman
1823,Eileen Rosen
1824,Ben Shenkman
1825,Andy Lau
1826,Carina Lau
1827,Li Bingbing
1828,Jean-Michel Casanova
1829,Tony Leung Ka-fai
1830,Deng Chao
1831,Sos Haroyan
1832,Chi Wai Yau
1833,Cher
1834,Julianne Hough
1835,Eric Dane
1836,Alan Cumming
1837,Ernest Borgnine
1838,Doris Roberts
1839,Piper Laurie
1840,Sunkrish Bala
1841,Anne Meara
1842,Richard Schiff
1843,Cameron Monaghan
1844,Bojana Novakovic
1845,Viktor Savić
1846,Nataša Tapušković
1847,Nikola Kojo
1848,Dragan Mićanović
1849,Predrag Ejdus
1850,Srђan Miletić
1851,Aidan Quinn
1852,Ryan Merriman
1853,Stefan Guy
1854,Michael Harding
1855,Anessa Ramsey
1856,Mandy Manis
1857,Jillian Batherson
1858,Pierce Brosnan
1859,Olivia Williams
1860,Jim Belushi
1861,Jon Bernthal
1862,Justin Bartha
1863,Danny A. Abeckaser
1864,Ari Graynor
1865,Hallie Kate Eisenberg
1866,Jason Fuchs
1867,Elizabeth Marvel
1868,David Vadim
1869,Tiler Peck
1870,Robert Fairchild
1871,Amar Ramasar
1872,Georgina Pazcoguin
1873,Andrew Veyette
1874,Ashley Laracey
1875,Ellen Bar
1876,Brittany Pollack
1877,Ralph Macchio
1878,Pat Morita
1879,William Zabka
1880,Jaden Smith
1881,John G. Avildsen
1882,Martin Kove
1883,Randee Heller
1884,Alejandro González Iñárritu
1885,Diaryatou Daff
1886,Maricel Álvarez
1887,Hanaa Bouchaib
1888,Germán Almendros
1889,Lang Sofia Lin
1890,Jean Reno
1891,Richard Berry
1892,Marina Foïs
1893,Kad Merad
1894,Gabriella Wright
1895,Max Baissette de Malglaive
1896,Fani Kołarova
1897,Moussa Maaskri
1898,Tommy Lee Jones
1899,Kevin Costner
1900,Chris Cooper
1901,Craig T. Nelson
1902,Rosemarie DeWitt
1903,Dana Eskelson
1904,Taylor Kitsch
1905,Frank Rautenbach
1906,Neil Tabatznik
1907,Lika Berning
1908,Nina Milner
1909,Jessica Haines
1910,Kirsten Dunst
1911,Lily Rabe
1912,Diane Venora
1913,Philip Baker Hall
1914,Nick Offerman
1915,Robert Englund
1916,Heather Langenkamp
1917,Johnny Depp
1918,John Saxon
1919,Amanda Wyss
1920,Jsu García
1921,Ronee Blakley
1922,Sean Bean
1923,Eddie Redmayne
1924,David Warner
1925,Kimberley Nixon
1926,Tim McInnerny
1927,Johnny Harris
1928,Josh Hartnett
1929,Woody Harrelson
1930,Demi Moore
1931,Mike Patton
1932,Kevin McKidd
1933,Gackt
1934,Rekha
1935,Hema Malini
1936,Ferena Wazeir
1937,Rishi Kapoor
1938,Javed Sheikh
1939,Luv Sinha
1940,Navni Parihar
1941,Kristen Stewart
1942,James Gandolfini
1943,Tiffany Coty
1944,Kathy Lamkin
1945,Ken Hixon
1946,Sharon Landry
1947,David Jensen
1948,Salman Khan
1949,Zarine Khan
1950,Mithun Chakraborty
1951,Jackie Shroff
1952,Lisa Lazarus
1953,Gita Solo
1954,Neena Gupta
1955,Bharat Dabholkar
1956,Leonor Watling
1957,Pilar López de Ayala
1958,Luis Tosar
1959,Antonio de la Torre Martín
1960,Alberto Ammann
1961,Miguel Ángel Muñoz
1962,Shahrukh Khan
1963,Adarsh Gourav
1964,Jimmy Shergill
1965,Pallavi Sharda
1966,Tanay Chheda
1967,Sonya Jehan
1968,Arjan Aujla
1969,Sunny Deol
1970,Isha Koppikar
1971,Konkona Sen Sharma
1972,Aryan Vaid
1973,Ali Haji
1974,Deepal Shaw
1975,Govind Namdeo
1976,Adam Sevani
1977,Rick Malambri
1978,Sharni Vinson
1979,Stephen Boss
1980,Joe Slaughter
1981,Kendra Andrews
1982,Martín Lombard
1983,Dermot Mulroney
1984,Diane Kruger
1985,Mia Stallard
1986,Christian Escario
1987,Rosanna Arquette
1988,Vincent Pérez
1989,Hrithik Roshan
1990,Bárbara Mori
1991,Kangana Ranaut
1992,Kabir Bedi
1993,Nicholas Brown
1994,Yuri Suri
1995,Anand Tiwari
1996,Steven Michael Quezada
1997,Michael Emerson
1998,Kevin Chapman
1999,Jim Caviezel
2000,Amy Acker
2001,Sarah Shahi
2002,John Nolan (British actor)
2003,Boris McGiver
2004,Nate Parker
2005,Rick Schroder
2006,Michael Rooker
2007,Nick Searcy
2008,Omar Benson Miller
2009,Gattlin Griffith
2010,Natalie Alyn Lind
2011,Bryce Dallas Howard
2012,Cécile de France
2013,Lisa Griffiths
2014,Frankie McLaren
2015,Steve Schirripa
2016,George McLaren
2017,Jay Mohr
2018,Eri Fukatsu
2019,Yūji Oda
2020,Yūsuke Santamaria
2021,Shun Oguri
2022,Atsushi Itō
2023,Toshirō Yanagiba
2024,Yūki Uchida
2025,Sōichirō Kitamura
2026,Colin Farrell
2027,Keira Knightley
2028,Ray Winstone
2029,Anna Friel
2030,Ben Chaplin
2031,Stephen Graham
2032,Ophelia Lovibond
2033,Eva Green
2034,Matt Smith
2035,Peter Wight
2036,Ruby O. Fee
2037,Jesse Hoffmann
2038,Hannah Murray
2039,István Lénárt
2040,Jim Sturgess
2041,David Wenham
2042,Sam Neill
2043,Adrienne DeFaria
2044,Ryan Kwanten
2045,Emily Barclay
2046,Halle Berry
2047,Chandra Wilson
2048,Matt Frewer
2049,Brian Markinson
2050,Vanessa Morgan
2051,Kira Clavell
2052,Mel Gibson
2053,Danny Huston
2054,Gabrielle Popa
2055,Denis O'Hare
2056,Shawn Roberts
2057,David Aaron Baker
2058,Sam Worthington
2059,Jessica Chastain
2060,Ciarán Hinds
2061,Marton Csokas
2062,Romi Aboulafia
2063,Jesper Christensen
2064,Kodi Smit-McPhee
2065,Dylan Minnette
2066,Sasha Barrese
2067,Cara Buono
2068,Ritchie Coster
2069,Britt Robertson
2070,Alexia Fast
2071,Carly McKillip
2072,Emily Tennant
2073,Janel Parrish
2074,Brett Davern
2075,Valerie Tian
2076,Sam Riley
2077,John Hurt
2078,Sean Harris
2079,Nonso Anozie
2080,Nelson Xavier
2081,Ângelo Antônio
2082,Natalia Soutto
2083,Matheus Costa
2084,Luís Alberto Melo
2085,Via Negromonte
2086,Giovanna Antonelli
2087,Tony Ramos
2088,Freddie Highmore
2089,Nicky Rebello
2090,Patrick Mofokeng
2091,Mike Maxwell
2092,Jennifer Steyn
2093,Zoliswa Kawe
2094,Redd-Valentino Debray
2095,Limara Meneses
2096,Eman Xor Oña
2097,Bebo Valdés
2098,Mario Guerra
2099,Estrella Morente
2100,Yaroldi Abreu
2101,Renny Arozarena
2102,Rigoberto Ferrera
2103,Marie Kremer
2104,Marisa Paredes
2105,Rossy de Palma
2106,Lou Doillon
2107,Thierry Lhermitte
2108,Ana Padrão
2109,Maria João Bastos
2110,Adriano Luz
2111,Léa Seydoux
2112,Ricardo Pereira
2113,José Afonso Dias Pimentel
2114,João Arrais
2115,Clotilde Hesme
2116,Rui Morrison
2117,Edwin Brienen
2118,Eva Dorrepaal
2119,Clayton Nemrow
2120,Jake The Rapper
2121,Sebastian Suba
2122,Alan Smith
2123,Jens Krasznig
2124,Heike Melba-Fendel
2125,Michelle Rodriguez
2126,Tony Shalhoub
2127,Caitlin Gerard
2128,Anthony LaPaglia
2129,Caroline Chan
2130,Paul Lazenby
2131,Jason Asuncion
2132,Keri Russell
2133,Tom Vaughan
2134,Meredith Droeger
2135,John Crowley
2136,Diego Velázquez
2137,Briana Evigan
2138,Garret Dillahunt
2139,Charlie Tahan
2140,Peggy Sheffield
2141,Mary Rachel Dudley
2142,Tom Nowicki
2143,Schicka
2144,Katie
2145,Kim Ho Kim
2146,Ron Smoorenburg
2147,Jennifer de Jong
2148,Man-Lung Tang
2149,Chantal Janzen
2150,Sing Li
2151,Judith Zhu
2152,Banny Ho
2153,Sian Clifford
2154,Lydia Leonard
2155,Ella Rumpf
2156,Rob Delaney
2157,Paula Beer
2158,Emun Elliott
2159,Sverrir Gudnason
2160,Mélissa Désormeaux-Poulin
2161,Lubna Azabal
2162,Abdelghafour Elaaziz
2163,Lara Atalla
2164,Maxim Gaudette
2165,Hussein Sami
2166,Monique Dartonne
2167,Dolph Lundgren
2168,Marian Koprada
2169,David Lewis
2170,Stefanie von Pfetten
2171,Igor Morozov
2172,Bo Svenson
2173,Mike Carpenter
2174,Samantha Ferris
2175,Shailene Woodley
2176,Jamie Dornan
2177,Matthew Gray Gubler
2178,Shamier Anderson
2179,Kyra Sedgwick
2180,Noureen DeWulf
2181,Đorđe Balašević
2182,Jovana Balašević
2183,Aleksa Balašević
2184,Olivera Balašević
2185,Evgeniya Eshkina-Kovacevic
2186,Predrag Bjelac
2187,Rade Šerbedžija
2188,Marcela Kloosterboer
2189,Elba Escobar
2190,Rosalinda Serfaty
2191,Mirela Mendoza
2192,Erich Wildpret
2193,Alberto Alifa
2194,Rosa Valsecchi
2195,Coté de Pablo
2196,Jon Foster
2197,Kris Kristofferson
2198,Jason Priestley
2199,Christopher Thornton
2200,Orlando Bloom
2201,Laura Linney
2202,John Carroll Lynch
2203,Dov Tiefenbach
2204,Kiko Mizuhara
2205,Ken'ichi Matsuyama
2206,Reika Kirishima
2207,Kengo Kōra
2208,Tran Nu Yen Khe
2209,Tokio Emoto
2210,Eriko Hatsune
2211,Ali Fazal
2212,Elnaaz Norouzi
2213,Tom Rhys Harries
2214,Navid Negahban
2215,Olivia Mai Barrett
2216,Bahador Foladi
2217,Stivi Paskoski
2218,Jason Clarke
2219,Annabeth Gish
2220,Fionnula Flanagan
2221,Ethan Embry
2222,Kerry O'Malley
2223,Ben Whishaw
2224,Alfred Molina
2225,Reeve Carney
2226,Jeremy Irons
2227,Tom Conti
2228,Anna Castillo
2229,Tamar Novas
2230,Victoria Teijeiro
2231,Bernard Bullen
2232,Antonio Buíl
2233,Irina Bravo
2234,Mariam Torres
2235,Kaabil Sekali
2236,Alice Ziolkoski
2237,Meaghan Hughes
2238,Sarah Butterworth
2239,Valerie Mahaffey
2240,Adam Arkin
2241,Eamon Hunt
2242,Steven Grayhm
2243,Lisa Langlois
2244,Klara Manzel
2245,Remo Schulze
2246,Charly Hübner
2247,Charlotte Crome
2248,Julia Franzke
2249,Annika Blendl
2250,Lina Rabea Mohr
2251,Keiron Freigang
2252,Philip Seymour Hoffman
2253,John Ortiz
2254,Daphne Rubin-Vega
2255,Elizabeth Rainer
2256,Cordell Stahl
2257,Thomas McCarthy
2258,Rafael Osorio
2259,Alejandra Ambrosi
2260,José Ángel Bichir
2261,Flor Edwarda Gurrola
2262,Unax Ugalde
2263,Gabino Rodríguez
2264,Héctor Kotsifakis
2265,Thanya L
2266,Arnulfo Reyes Sánchez
2267,Leonor Silveira
2268,Ricardo Trêpa
2269,Ana Maria Magalhães
2270,Luís Miguel Cintra
2271,Isabel Ruth
2272,Filipe Vargas
2273,Sara Carinhas
2274,Andrew Scott
2275,Fiona Glascott
2276,Tobias Menzies
2277,Graham Turner
2278,Simon Trinder
2279,Michelle Fairley
2280,Franka Gulin
2281,Mislav Čavajda
2282,Marshal Hilton
2283,Missy Sturges
2284,Laura Waters
2285,Justin Schollard
2286,Kathleen Reed
2287,Louise Cleveland
2288,Chriss Gott
2289,Nancy O'Hara
2290,Andrew Garfield
2291,Aaron Sorkin
2292,Armie Hammer
2293,Dakota Johnson
2294,Rooney Mara
2295,Tracy Wright
2296,Rosie Elia
2297,Nadia Litz
2298,Max Topplin
2299,Richard Clarkin
2300,Stephen R. Hart
2301,Isaac Durnford
2302,R. D. Reid
2303,Essence Atkins
2304,Cordell Moore
2305,Denise Boutte
2306,Tempestt Bledsoe
2307,Thomas Miles
2308,Toni Trucks
2309,Rick Ravanello
2310,Henry Brown
2311,Tessa Thompson
2312,Mo McRae
2313,Corey Jackson
2314,Chris Ayles
2315,Afi Ayanna
2316,Ed Gilles III
2317,Carter Jenkins
2318,Haley Bennett
2319,Anthony Burk
2320,Lachlan Buchanan
2321,Alex Zorbas
2322,Nicholas Marmaras
2323,Dato Bakhtadze
2324,Evin Ahmad
2325,Alexander Abdallah
2326,Ali Alarik
2327,Dada Fungula Bozela
2328,Ayaan Ahmed
2329,Khalil Ghazal
2330,Z.E
2331,Olle Sarri
2332,Faruk Kabir
2333,Sharman Joshi
2334,Atul Kulkarni
2335,Rukhsaar Rehman
2336,Anjana Sukhani
2337,Vikram Gokhale
2338,Suhasini Mulay
2339,Nicole Kidman
2340,Golshifteh Farahani
2341,Aja Naomi King
2342,Tate Donovan
2343,Genevieve Angelson
2344,Miley Cyrus
2345,Liam Hemsworth
2346,Bobby Coleman
2347,Carly Chaikin
2348,Melissa Ordway
2349,Hallock Beals
2350,Guillaume Canet
2351,Griffin Dunne
2352,Daniel Eric Gold
2353,Anson Mount
2354,Stephanie Romanov
2355,Steve Le Roi
2356,Vahina Giocante
2357,Nicolas Duvauchelle
2358,Jacques Spiesser
2359,Caroline Raynaud
2360,Jo Prestia
2361,Christian Bouillette
2362,Mireille Franchino
2363,Tony Grga
2364,Mirela Lambić
2365,Ejla Bavcic
2366,Faketa Salihbegović-Avdagić
2367,Dragan Marinković
2368,Mirsad Tuka
2369,Nermin Omić
2370,Bobby Naderi
2371,Dominic Rains
2372,Ian Tran
2373,Nav Mann
2374,Volkan Eryaman
2375,Denise George
2376,Tony Yalda
2377,Shawn Hatosy
2378,Ben Robson
2379,Jake Weary
2380,Finn Cole
2381,Ellen Barkin
2382,Leila George
2383,Sohvi Rodriguez
2384,Osmar Núñez
2385,Julieta Zylberberg
2386,Gaby Ferrero
2387,Marta Lubos
2388,Magdalena Capobianco
2389,Ailín Salas
2390,Jorge García Marino
2391,Diego Vegezzi
2392,Edie Falco
2393,Embeth Davidtz
2394,Kathryn Erbe
2395,Rachel Resheff
2396,Danai Gurira
2397,Peyton List
2398,Wesley Broulik
2399,Sam Clemmett
2400,Gordon Liu
2401,Bene't Lynton
2402,Sarika Choy
2403,Yip Sai Wing
2404,Aya Suyama
2405,Sunny Luk
2406,Wang-Fat Leung
2407,Samson Mo
2408,Matthew Beard
2409,Daniel Kaluuya
2410,Tuppence Middleton
2411,Richard Madden
2412,Adrienne Pickering
2413,Zoe Naylor
2414,Damian Walshe-Howling
2415,Gyton Grantley
2416,Kieran Darcy-Smith
2417,Mark Simpson
2418,Damian Walshe-Ho
2419,
2420,Zapata 666
2421,Amanda Key
2422,Alejandro Furth
2423,Steve Wilcox
2424,Marisa Román
2425,Laureano Olivares
2426,Ana María Simón Pazmiño
2427,Ryan O'Nan
2428,Wilmer Valderrama
2429,Jason Ritter
2430,June Diane Raphael
2431,Ana Claudia Talancón
2432,Ethan Suplee
2433,Richard Armitage
2434,Indira Varma
2435,Rish Shah
2436,Sonera Angel
2437,Marion Bailey
