,0
1302,No tiene datos
1303,No tiene datos
1304,No tiene datos
1305,No tiene datos
1306,No tiene datos
1307,No tiene datos
1308,No tiene datos
1309,79
1310,No tiene datos
1311,No tiene datos
1312,No tiene datos
1313,No tiene datos
1314,No tiene datos
1315,No tiene datos
1316,No tiene datos
1317,No tiene datos
1318,No tiene datos
1319,No tiene datos
1320,No tiene datos
1321,No tiene datos
1322,No tiene datos
1323,59
1324,No tiene datos
1325,No tiene datos
1326,No tiene datos
1327,No tiene datos
1328,No tiene datos
1329,No tiene datos
1330,No tiene datos
1331,No tiene datos
1332,No tiene datos
1333,53
1334,No tiene datos
1335,No tiene datos
1336,No tiene datos
1337,25
1338,No tiene datos
1339,No tiene datos
1340,No tiene datos
1341,No tiene datos
1342,No tiene datos
1343,No tiene datos
1344,No tiene datos
1345,No tiene datos
1346,No tiene datos
1347,75
1348,42
1349,No tiene datos
1350,No tiene datos
1351,No tiene datos
1352,No tiene datos
1353,No tiene datos
1354,No tiene datos
1355,No tiene datos
1356,76
1357,No tiene datos
1358,No tiene datos
1359,No tiene datos
1360,No tiene datos
1361,57
1362,No tiene datos
1363,No tiene datos
1364,No tiene datos
1365,No tiene datos
1366,No tiene datos
1367,No tiene datos
1368,No tiene datos
1369,No tiene datos
1370,No tiene datos
1371,No tiene datos
1372,No tiene datos
1373,No tiene datos
1374,90
1375,No tiene datos
1376,No tiene datos
1377,54
1378,No tiene datos
1379,No tiene datos
1380,No tiene datos
1381,61
1382,No tiene datos
1383,No tiene datos
1384,No tiene datos
1385,67
1386,No tiene datos
1387,No tiene datos
1388,No tiene datos
1389,No tiene datos
1390,No tiene datos
1391,No tiene datos
1392,40
1393,90
1394,No tiene datos
1395,No tiene datos
1396,25
1397,63
1398,No tiene datos
1399,No tiene datos
1400,No tiene datos
1401,No tiene datos
1402,No tiene datos
1403,No tiene datos
1404,No tiene datos
1405,No tiene datos
1406,No tiene datos
1407,No tiene datos
1408,No tiene datos
1409,No tiene datos
1410,No tiene datos
1411,No tiene datos
1412,No tiene datos
1413,100
1414,No tiene datos
1415,No tiene datos
1416,No tiene datos
1417,No tiene datos
1418,27
1419,No tiene datos
1420,No tiene datos
1421,No tiene datos
1422,No tiene datos
1423,No tiene datos
1424,No tiene datos
1425,No tiene datos
1426,No tiene datos
1427,No tiene datos
1428,No tiene datos
1429,No tiene datos
1430,No tiene datos
1431,No tiene datos
1432,No tiene datos
1433,64
1434,No tiene datos
1435,No tiene datos
1436,80
1437,No tiene datos
1438,No tiene datos
1439,No tiene datos
1440,78
1441,No tiene datos
1442,No tiene datos
1443,No tiene datos
1444,No tiene datos
1445,No tiene datos
1446,No tiene datos
1447,No tiene datos
1448,No tiene datos
1449,No tiene datos
1450,No tiene datos
1451,No tiene datos
1452,No tiene datos
1453,No tiene datos
1454,No tiene datos
1455,No tiene datos
1456,No tiene datos
1457,74
1458,No tiene datos
1459,No tiene datos
1460,No tiene datos
1461,No tiene datos
1462,No tiene datos
1463,No tiene datos
1464,No tiene datos
1465,No tiene datos
1466,No tiene datos
1467,No tiene datos
1468,No tiene datos
1469,No tiene datos
1470,No tiene datos
1471,No tiene datos
1472,No tiene datos
1473,89
1474,No tiene datos
1475,No tiene datos
1476,No tiene datos
1477,No tiene datos
1478,No tiene datos
1479,No tiene datos
1480,No tiene datos
1481,No tiene datos
1482,67
1483,No tiene datos
1484,No tiene datos
1485,No tiene datos
1486,52
1487,No tiene datos
1488,No tiene datos
1489,92
1490,No tiene datos
1491,No tiene datos
1492,No tiene datos
1493,No tiene datos
1494,No tiene datos
1495,No tiene datos
1496,No tiene datos
1497,No tiene datos
1498,No tiene datos
1499,No tiene datos
1500,No tiene datos
1501,No tiene datos
1502,No tiene datos
1503,No tiene datos
1504,No tiene datos
1505,No tiene datos
1506,No tiene datos
1507,No tiene datos
1508,No tiene datos
1509,No tiene datos
1510,No tiene datos
1511,No tiene datos
1512,No tiene datos
1513,No tiene datos
1514,No tiene datos
1515,No tiene datos
1516,No tiene datos
1517,No tiene datos
1518,No tiene datos
1519,No tiene datos
1520,No tiene datos
1521,No tiene datos
1522,No tiene datos
1523,No tiene datos
1524,No tiene datos
1525,No tiene datos
1526,No tiene datos
1527,No tiene datos
1528,No tiene datos
1529,No tiene datos
1530,No tiene datos
1531,No tiene datos
1532,No tiene datos
1533,No tiene datos
1534,No tiene datos
1535,No tiene datos
1536,No tiene datos
1537,No tiene datos
1538,No tiene datos
1539,No tiene datos
1540,No tiene datos
1541,No tiene datos
1542,No tiene datos
1543,No tiene datos
1544,No tiene datos
1545,No tiene datos
1546,No tiene datos
1547,No tiene datos
1548,No tiene datos
1549,No tiene datos
1550,No tiene datos
1551,No tiene datos
1552,No tiene datos
1553,No tiene datos
1554,No tiene datos
1555,No tiene datos
1556,No tiene datos
1557,No tiene datos
1558,No tiene datos
1559,No tiene datos
1560,No tiene datos
1561,No tiene datos
1562,No tiene datos
1563,No tiene datos
1564,No tiene datos
1565,No tiene datos
1566,No tiene datos
1567,No tiene datos
1568,No tiene datos
1569,100
1570,No tiene datos
1571,No tiene datos
1572,No tiene datos
1573,No tiene datos
1574,No tiene datos
1575,No tiene datos
1576,No tiene datos
1577,No tiene datos
1578,No tiene datos
1579,No tiene datos
1580,No tiene datos
1581,No tiene datos
1582,No tiene datos
1583,No tiene datos
1584,No tiene datos
1585,No tiene datos
1586,No tiene datos
1587,No tiene datos
