,0,1,2,3,4,5
188,5.9,Shimmy Marcus,Mark Doherty,A coming-of-age drama set in the 1970s Northern Soul underground music scene.,82,SoulBoy
189,6.3,Safy Nebbou,"Cyril Gely, Safy Nebbou, Eric Rouquette","When Alexandre Dumas and Auguste Maquet, his ghostwriter, are at the summit of their collaboration, Auguste decides to pass himself off as Alexandre in order to seduce Charlotte, a fervent admirer of the great man.",105,L'autre Dumas
190,5.7,Paco Cabezas,Paco Cabezas,"Ricky may die tonight. A bullet is speeding inexorably towards his head. Thoughts whirl in his brain, trying to find a reason why this lump of lead is about to put an end to his life. A story which includes couples of gangsters, the Mafia, a transexual, and the opening of his own brothel.",98,Carne de neón
191,4.5,Michael Patrick King,Michael Patrick King,"Carrie, Miranda, y Charlotte acompañan a Samantha a Abu Dhabi, donde su ex está rodando una nueva película.",146,Sexo en Nueva York 2
192,6.3,Michael P. Noens,David B. Grelck,"Two people, both in relationships, find love in the most unlikely place, a remote hotel bar in the small town of Stillwater, IL. Twice. Now they'll have to deal with more than anyone's fair share of difficulty, family issues, current significant other issues, and proximity issues, to try to make it work.",90,Coasting
193,6.7,Jon Gries,Garret Mathany,"Johnny and Milo love music Ã¢ÂEURÂ"" just not the corn dog jingles they've resorted to performing to make ends meet. Facing failure, they decide to travel cross-country for a last chance at success.",108,Pickin' & Grinnin'
194,7.1,Amazon Bob Carter,Amazon Bob Carter,"Two bounty hunters, Demon Jones and The Babe, go to Catalina Island to pick up a bond jumper and find the island crawling with what they think are zombies.",147,Dead in the Head
195,4.8,Tommy Reid,Ross Patterson,Story takes place during the MLB strike of 1994 when the nation turned its eyes to the sport of wiffleball. We follow the the pursuit of Ted Whitfield as he tries to break the homerun and his subsequent battles with substance abuse.,90,Screwball: The Ted Whitfield Story
196,7.9,Djordje Balasevic,Djordje Balasevic,"A lovely summer by the river is broken by the Great War. After it, nothing is the same. Everybody lives, but not everybody loves. The story of a man who didn't have the courage to stand for the one he loved.",168,Kao rani mraz
197,6.9,Sam Garbarski,"Jirô Taniguchi, Philippe Blasband, Sam Garbarski",A grown man wakes up to discover he is a teenager again.,98,Quartier lointain
198,6.5,Matti Geschonneck,"Torsten Schulz, Matti Geschonneck",Feature adaptation of Torsten Schulz's novel set in East Berlin in 1968.,103,Boxhagener Platz
199,6.9,Jon Artigo,Jon Artigo,"It's 1983 and Brad Roberts is the best high school quarterback in the country. He dates the sexiest girl in town and is extremely popular, but Brad is not satisfied. He wants to prove that he's more than just a hot-shot quarterback; Brad tries to turn his heavy metal band into the first ever boy band, and they reject him. So Brad, the jock, teams up with a stoner, and... Leer todo",90,BoyBand
200,7.9,John Scoular,John Scoular,"A struggling novelist on the verge of his first sale, must find redemption from his estranged Scottish Shakespearean reciting Homeless Father before it's too late.",112,"Lunatics, Lovers & Poets"
201,4.9,Tony Vidal,Tony Vidal,"The Pranksters are a secret society that rights the wrongs of high school. Its leader, Chris, longs for more with graduation looming. Under the guidance of his eccentric Uncle Nick, Chris embarks on a challenging path of self-discovery and romance.",118,The Prankster
202,4.9,Fouad Mikati,Sam Levinson,A battle ensues among groups of government spy teams in an underground facility after their boss is assassinated.,87,Operación: Juego final
203,6.4,Demetrius Navarro,"Enrico Natale, Demetrius Navarro, Michael Sanders","Aidan Lansing is a pretty lucky guy. He's the quarterback of the football team, the most popular guy in school, and girls love him. As if that weren't enough, he's also just inherited his own house next door to Lysandra, a beautiful college girl. With graduation just around the corner and college over the horizon, things seem to be looking pretty good for Aidan. Unfor... Leer todo",No tiene datos,Ditching Party
204,6.6,Christopher Hutson,Christopher Hutson,The touching story of a man learning how to live his life again after he inherits an urn of ashes by discovering the life and friends of the person inside.,105,Ashley's Ashes
205,5.5,Adam Green,Adam Green,"Marybeth escapes the clutches of the bayou-butcher Victor Crowley and returns to the swamp with an army of hunters and gunmen, determined to end Crowley's reign of horror once and for all.",85,Hatchet II
206,7.6,Steve Kopera,Rob Hess,"Nick appears in his apartment - confused and disoriented. He discovers he can't move anything. He can't open the medicine cabinet, can't pick up a Perrier bottle, can't even feed his fish! A naturally nervous person, Nick panics. Suddenly, a British glam-rock band bursts in the door. The band informs Nick that he is dead, and he's stuck in his apartment. To escape, he... Leer todo",82,Starlight & Superfish
207,5.0,Inna Evlannikova,John Chua,Schoolbooks say that Belka and Strelka were first space dogs. But the dogs say that people dissemble a lot.,85,Space dogs
208,5.3,Victor Fanucchi,"Kris Brown, Victor Fanucchi","A communal house left in trust many years ago to provide art students support in the way of free housing, Art House has accumulated its share of legends, lore, art, art junk and a reputation for hard partying. When a university dean and an influential descendant of the original benefactor decide to turn the place into housing for varsity golf, the residents' only chan... Leer todo",94,Art House
209,5.4,Brian Levant,Jonathan Bernstein,"El exespía de la CIA, Bob Ho, se enfrenta a su misión más difícil hasta la fecha: cuidar de los tres hijos de su novia, que no se han mostrado exactamente cariñosos con el novio de su madre.",94,El súper canguro
210,5.8,Laura Neri,Laura Neri,Comedia negra sobre tres chicas que tienen que librarse de un cadáver.,80,Kill the Habit
211,5.4,Nina Di Majo,"Francesco Bruni, Nina Di Majo, Antonio Leotti","A single, independent woman finds herself organizing her sister's wedding with the help of her future brother-in-law.",102,Matrimoni e altri disastri
212,5.3,Julie Taymor,Julie Taymor,"Taymor convierte el mito del brujo Próspero en el mito de Próspera, una bruja que reina en una isla mágica y cuya principal tarea es librar a su hija Miranda de los náufragos que la cortejan.",110,La tempestad
213,4.6,Jørgen Lerdam,"Henning Bahs, Erik Balling, Nikolaj Peyk","The Olsen gang's hired to steal H.C. Andersen's quill from a museum as the Danish prime minister needs it to sweeten a weapons deal with the Chinese leader. They're double-crossed. Olsen has a new, genius plan.",70,Olsen-banden på de bonede gulve
214,6.0,Agustí Vila,Agustí Vila,Una familia se ocupa del extraño comportamiento de Luis después de que él trae a casa animales callejeros.,95,La mosquitera
215,5.6,Jonathan Smith,Brittany Nichols,Pornographers make an Oscar-worthy drama when the director writes a great script and inspires his talent-handicapped cast and crew to deliver great performances.,86,Breast Picture
216,5.9,Michael Jason Allen,Michael Jason Allen,"A divorced woman seeking a fresh start falls for a local guy with a ""player"" reputation. To see if his feelings for her are real, she plays detective to find out the real him and sets out to verify his resume of past girlfriends.",85,References
217,No tiene datos,Elanor Togliatti,S.A. Togliatti,"Political differences and personal issues divide a small California coastal community. As the town unravels, several larger-than-life characters step up to intercede.",No tiene datos,California Tango
218,No tiene datos,Basile,Basile,"Live From Boston: Basile continues his antics as Zeus summons Basile to film his Comedy Special in Boston to a sold out John Hancock Hall Theater. Basile delivers an outrageous show that will make you laugh out loud from the beginning to the end of the show. Feel as if he's part of the family and join him for a show you won't forget while ""Growing Up Greek In America""... Leer todo",90,Basile: Growing Up Greek in America II
219,7.2,Ola Simonsson,Ola Simonsson,A tone-deaf cop works to track down a group of guerilla percussionists whose anarchic public performances are terrorizing the city.,102,Sound of Noise
220,3.0,Iftekhar Jahan,Merian C. CooperDelwar Jahan JhantuEdgar Wallace,No tiene datos,143,Banglar King Kong
221,6.3,Shawn Levy,Josh Klausner,"En la ciudad de Nueva York, un caso de identidad equivocada convierte el intento de un matrimonio aburrido de una velada romántica y glamurosa en algo más emocionante y peligroso.",88,Noche loca
222,7.0,Will Gluck,Bert V. Royal,Una estudiante de la escuela secundaria depende de los rumores de la escuela para mejorar su situación social y financiera.,92,Rumores y mentiras
223,3.3,Ramasimhan,Ramasimhan,"Kuttan becomes rich after selling a statue that is known to bring bad luck. However, things take a u-turn when the statue finds its way back to his house.",151,Senior Mandrake
224,3.4,James Van Alden,James Van Alden,"Neal is a good looking, smooth talking, killer deal closer, who can sell anything to anyone at any time. For Neal, sales is just a numbers game; you can't sell to everyone, but you make enough calls in one day and you will make money. For.",76,A Numbers Game
225,4.7,Jason Hunt,Jason Hunt,"Adam and Eve are in what seems to be a perfect relationship. When Adam gets her a gift that's a little over the top, it sends them into a spiral of chaos and mayhem! Getting advice from friends, co-workers, and family, Adam tries over and over to apologize, and just keeps making things worse.",78,The Apology Dance
226,5.4,Christopher Landon,Christopher Landon,"Una historia subversiva que entrelaza cinco historias ambientadas en Los Ángeles, donde ningún tabú queda sin explorar mientras cada personaje se precipita hacia un destino oscuro y a menudo cómico.",105,Palmeras ardientes
227,6.3,Aitor Gaizka,Aitor Gaizka,"Richard is in love with Jane; Alex likes Kyle; Kyle's ex-wife Elizabeth is back in town; Elizabeth is guiding Richard's love-life; Richard's ex-girlfriend, Alex, finds about the novel he's writing.",79,The Symmetry of Love
228,7.8,Victor Varnado,"Eric AndréHannibal Buress, Baron Vaughn","Hannibal Burress, Eric Andre, Baron Vaughn, and Victor Varnado star in this performance doc showcasing alternative comedy. The comedians discuss their stand-up craft with Marina Franklin.",82,The Awkward Comedy Show
229,No tiene datos,Ángel de Andrés Téllez,Jordi ArencónÁngel de Andrés Téllez,No tiene datos,No tiene datos,La liga del arte criminal
230,5.4,Michael Melamedoff,Michael Melamedoff,About a suburban high school teacher who loses his wife and his moorings during a summer break.,98,Weakness
231,4.3,Brad Peyton,Ron J. Friedman,La guerra en curso entre las especies canina y felina queda en suspenso cuando unen sus fuerzas para frustrar a una espía felina con sus propios planes siniestros de conquista.,82,Como perros y gatos: La revancha de Kitty Galore
232,6.1,Josh Etter,Josh Etter,3 teens go cross country in an RV and are stalked down by a psychopath who is looking for revenge.,No tiene datos,Left for Dead
233,5.0,Paul Breuls,Kara Holden,A delightful romantic comedy about a guardian angel who falls for the young woman he is protecting.,90,Meant to Be
234,6.5,Arvin Chen,Arvin Chen,A love story takes place over the course of one evening in Taipei.,85,Yi ye Taibei
235,5.8,Keith Bearden,Keith Bearden,"When an awkward teen meets his favorite porn star, whose career peaked in the '80s, an unexpected friendship follows as the young man gets a glimpse inside Monica Velour's current life as a single mom struggling to make ends meet.",96,Una stripper en tu vida
236,3.7,Mitchell Klebanoff,Mitchell Klebanoff,"An orphaned boy who dreams of being a ninja arrives in Hollywood to try and find his birth parents, where he gets mixed up in a crime.",98,Dancing Ninja
237,6.0,Laura Mañá,"Alicia Luna, Laura Mañá","A group of seniors attends a workshop on sex. Olga, their teacher, try to make them see that their bodies are still alive giving them homework such as learning to look at themselves in the mirror or dedicate twenty minutes a day to some pleasant activity. The problem is that neither society nor their own relatives are always willing to accept that elderly people have ... Leer todo",90,La vida empieza hoy
238,5.9,James Keach,Steve Adams,"Una historia romántica ambientada en Hollywood de un tipo que se conforma con vivir su vida sin trabajo pero con el amor de su vida, una joven actriz.",95,Waiting for Forever
239,No tiene datos,Rajan Prabhu,"Anand Abhyankar, Satish Bapat, Vijay Chavan","Mama has invited his gang of conman Bhima,Antya,Ramya,Avi,Pascal and Fazal for a meeting as he is fed up of small thefts and being honest in the society does not give them respect Mama and is gang is about to meet a gangster Arbaaz for a big job.Arbaaz hires the gang and to eliminate his enemy and promises them to send to Singapore by a ship which will take a month an... Leer todo",No tiene datos,Most Wanted
240,3.1,John Cregan,John Cregan,Devolved is a racy teen satire that follows a group of high schoolers on an ill-fated whale watching trip who find themselves stranded on a deserted island off the Mexican Coast.,86,Devolved
241,5.7,Richard Levine,Richard Levine,Una comedia sobre una pareja de Nueva York en una crisis romántica y familiar.,93,Every Day
242,4.6,Eric Brevig,Jennifer Ventimilia,"Un documentalista viaja a Jellystone Park para rodar un proyecto y pronto se cruza con el Oso Yogi, su compañero Bu-Bu y Ranger Smith.",81,El oso Yogui
243,7.9,Harold Cannon,No tiene datos,"Two old timers have a lot of strange stories to tell a young newcomer at their neighborhood dive bar. However, are the stories really fiction?",No tiene datos,In the Drink
244,3.2,Cristobal Krusen,Cristobal Krusen,"Lorenzo Adams works at a bill collection agency in Norfolk. When an old debt of his own suddenly comes, Lorenzo has less than three weeks to payback $150,000.",93,The Bill Collector
245,5.0,Rick Famuyiwa,Wayne Conley,"Las semanas previas a la boda de una joven pareja se tornan cómicas y estresantes, especialmente entre sus respectivos padres.",103,La boda de mi familia
246,6.1,Joshua Grannell,Joshua Grannell,"A woman screens snuff films disguised as horror films to great success at her movie theater, until a high school student learns that the murders are real.",98,All About Evil
247,8.0,Veronica Craven,Jeff Madsen,"About a hit-man who's not so great at what he does, and the scheming old man who hires him.",No tiene datos,The Cost of Living
248,7.1,Elijah Drenner,Elijah Drenner,"A documentary about the history of exploitation movies, from the silent-film era to the 1970s.",80,American Grindhouse
249,8.0,Ian Vernon,Ian Vernon,"All Damian & Mark have to do is buy a spade, bury the drug dealer's body, appease Damian's mouthy girlfriend, lose their virginity, and head to Spain. Easier said than done when the killer's in pursuit and you're...Rebels Without a Clue.",80,Rebels Without a Clue
250,4.3,Leonid Gorovets,"Dmytro Golovkov, Leonid Gorovets, Vladimir Horunzhy",No tiene argumento,82,Muzh moey vdovy
251,6.2,Joe Ballarini,"Joe Ballarini, Paul Wolff",A comedy centered around a newly divorced guy (Wolff) who moves in with his son (Dean) and joins him on the singles scene.,93,Father vs. Son
252,4.6,David Michael Katz,David Michael Katz,"Las pruebas y errores de las citas, el enamoramiento y la presión de los compañeros.",102,Kissing Strangers
253,5.9,Christof Schertenleib,"Felix Benesch, Christof Schertenleib",No tiene argumento,110,Zwerge sprengen
254,6.6,Eran Riklis,Noah Stollman,"A tragi-comedy centered on the HR manager of Israel's largest industrial bakery, who sets out to save the reputation of his business and prevent the publication of a defamatory article.",103,El viaje del director de recursos humanos
255,7.5,Frank V. Ross,Frank V. Ross,"The story of two people caught in the routines of work and circles of friends. The days begin with an alarm and ends with the fading sound of a television. Ron Hogan, a 28 year old ATM parts purchaser, and Stacy Ryan, a 27 year old, oddly charming courier, meet through a match making Internet service and go through the routine of falling for one another.",85,Audrey the Trainwreck
256,3.3,Joel Paul Reisig,Joel Paul Reisig,"When two guys get a hold of a camera from a debt, they decide to make a horror movie since most of them are cheesy and cheap anyways. They know nothing about special effects or make-up so why not just kill people for real while filming their movie? - A Dark Comedy",71,American Scream King
257,6.6,Jeffrey Fine,Jeffrey Fine,Un estudiante de primer año de la Ivy League recibe una lección inesperada cuando se enamora de una mujer mayor y su hija de 14 años se enamora de él.,99,Cherry
258,8.2,Hurt McDermott,Hurt McDermott,No tiene datos,100,Black Mail
259,6.5,Rajko Grlic,"Rajko Grlic, Ante Tomic","Nikola is a man who knows how to really enjoy life; he's even able to rouse sympathy for his sinful ways. His brother, Braco turns a blind eye to his philandering although, with a broken marriage behind him, he doesn't have a clear conscience, either. Is there anything positive to be said about infidelity, or does it simply deserve the utmost contempt, particularly wh... Leer todo",87,Solo entre nosotros
260,6.9,Sheng Ding,Jackie Chan,Un viejo soldado secuestra a un joven general de un estado enemigo y lo lleva en un largo viaje para conseguir la recompensa.,96,Pequeño gran guerrero
261,5.4,Gurinder Chadha,Gurinder Chadha,A comedy centered on an Indian mother who takes her obsession with marriage into the world of serial murder.,100,It's a Wonderful Afterlife
262,5.6,Michael J. Weithorn,Michael J. Weithorn,A woman gets entangled in a series of bizarre lies in order to take care of herself and her 12-year-old son.,105,A Little Help
263,3.9,Mo Ali,Paul Van Carter,"An action film for the youth generation, set in a decaying future London. A gang set out on a chase to avenge the murder of one of their own.",90,Shank
264,6.1,John Landis,Piers Ashworth,"Una comedia negra sobre dos ladrones de tumbas del siglo XIX, que encuentran un lucrativo negocio proporcionando cadáveres para una escuela de medicina de Edimburgo.",91,Burke & Hare
265,4.9,Rob Letterman,Joe Stillman,"En esta hilarante comedia el escritor de la sección de viajes, Lemuel Gulliver, acepta una misión en la Bermuda, pero termina en la isla de Liliput, donde es un gigante para los pequeños habitantes.",85,Los viajes de Gulliver
266,4.0,April Mullen,Tim Doiron,"Gypsy Creek's # 1 cop, Charles Gravytrain believes in three things: Truth, Justice, and slapping the no good crook Jimmy Fish Eye's in the slammer for life! And with the help of his foxy new partner, big city cop Miss Uma Booma, he may do just that. But in a town that has more stinky secrets and slippery surprises than a tin of rotten sardines the only question remain... Leer todo",83,GravyTrain
267,5.7,Neil LaBute,Dean Craig,"Un funeral da paso a una serie de rencillas familiares, secretos ocultos y cuerpos extraviados.",92,Un funeral de muerte
268,6.2,João Nuno Pinto,Luísa Costa Gomes,"America a tragic story told in a burlesque and ironic way, within a love triangle. Liza, a beautiful young Russian woman, is married to Victor, a small-time crook who lives on scheming and swindling, born and bred in Portugal. Fernanda, the ex wife, who ten year's passed decides to drop by, is the gang leader, an Andalusian Spaniard. Victor has to decide which women t... Leer todo",111,"América, una historia muy portuguesa"
269,6.2,Abbas Tyrewala,Pakhi,"A suicidal woman's ""final"" call mistakenly connects her to a man who gives her something to live for.",142,Jhootha Hi Sahi
270,6.3,Nanette Burstein,"Geoff La, Tulippe",Un chico y una chica que tratan de mantener su relación a distancia entre Nueva York y San Francisco.,103,Salvando las distancias
271,4.4,Eric Lavaine,Eric Lavaine,"Kim Houang and Michel Boudriau are two cops ""to life to death"" since they met at the orphanage. They are not the best cops in France, nor the Parisian region, nor their police station - and yet they are the ones who are responsible for thwarting a wave of attacks.",91,Protéger & servir
272,7.1,Corey Shurge,Corey Shurge,"A small farm town in Kentucky bands together to convince Dingus, the village idiot, that he will be competing in the Summer Olympic Games and that the event will be held in their town of Anvil County (Population: 43).",94,The Triumph of Dingus McGraw: Village Idiot
273,6.0,Christian Charles,Tommy Chong,"Cheech and Chong perform sketch comedy, stand-up and music on their ""Light Up America"" reunion tour.",83,Hey Watch This
274,7.6,Pierre Coffin,Cinco Paul,"Cuando un genio criminal usa a un trío de niñas huérfanas como peones para un gran plan, descubre que su amor lo está cambiando profundamente para mejor.",95,Gru: Mi villano favorito
275,6.8,Srdjan Koljevic,Srdjan Koljevic,"The act of a woman with a broken nose, who suddenly jumps out of a taxi and throws herself off the bridge in Belgrade, connects the lives of three witnesses. The suicide attempt becomes the existential catalyst to the misanthropist taxi-driver Gavrilo who tries to avoid any kind of emotional commitment, the school teacher Anica, stubbornly rejecting the attentions of ... Leer todo",105,La mujer con la nariz rota
276,6.6,Alexandre O. Philippe,Alexandre O. Philippe,An examination of the widespread fan disenchantment with George Lucas.,93,The People vs. George Lucas
277,7.0,Carl Darchuk,Carl Darchuk,"When Connie realizes it's time to revitalize her life, leave her deadbeat husband, and take on the career she's always wanted, she moves to the big city, but she's confronted by much more than she expected.",95,Beautysleep Symphony
278,5.4,Laurent Nègre,"Mohcine Besri, Laurent Nègre","Mistaken for a dangerous Islamist, Saadi - a regular guy who happens to be an illegal Arab immigrant - sets out on the most dangerous day of his life. A satirical and thrilling comedy where a wrongly accused suspect gets mixed up in a worldwide terrorist plot.",100,Opération Casablanca
279,8.2,Tom Pankratz,Tom Pankratz,"After encountering gridlock on the highway to Heaven and Hell, a recently deceased conman attempts to work his way down the ladder by corrupting an innocent person.",90,Limbo Lounge
280,7.1,Denis Henry Hennelly,Denis Henry Hennelly,"Charlie Cranehill, an animal liberator wanted for domestic terrorism, emerges from the underground to coordinate a nationwide action as his estranged CEO father tries to find him before the FBI does.",105,Bold Native
281,6.8,Wendy Jo Cohen,Wendy Jo Cohen,"Ken Burns meets Spinal Tap in a subversive tour de force relaying the outrageous life stories of four forgotten Civil War heroes: an opium-addicted gay Colonel, an aging Chinese launderer, a nerdy escaped slave, and a one-armed teenage prostitute. Both wickedly satirical and deeply affectionate, The Battle of Pussy Willow Creek tells the ""100% true"" story of how these... Leer todo",95,The Battle of Pussy Willow Creek
282,5.2,Jennifer Ussi,"Adam Couper, Jennifer Ussi","Globe-trotting Christine wakes up one ordinary day to find that her biological clock has gone off with a vengeance. But for a commitment-phobe on the wrong side of 40, the road to motherhood is strewn with bedlam, calamity and smoked out eggs. When she turns to her life long friends Margo and Mikki for support, she finds them equally embattled; Margo zealously guardin... Leer todo",90,Girl Clock!
283,No tiene datos,Garrett Kelly,"Garrett Kelly, Jeffery Preston",A stranger in a young boy's dream becomes a reality.,114,Everything Nice
284,8.6,Karen Bullis,Fernando Noor,"Grover, a teen struggling with one of life's big questions, ""Does size matter?"" goes on a journey of self-discovery as he woos his crush. This comedy is about over-coming insecurities and finding out just how big your heart really is.",90,The Grover Complex
285,3.4,Christian Sesma,Christian Sesma,"Twisted humor and bullets fly when a young couple shopping for wedding rings and two brothers who can't seem to get along, become entangled with a crazy mob boss out for revenge.",80,Matad al héroe
286,1.7,Bobby Ray Akers Jr.,Bobby Ray Akers Jr.Joe Knetter,No tiene argumento,96,Night Terrors
287,6.7,Nicholas Tomnay,Nicholas Tomnay,"Después de atracar un banco, la cara de John aparece en los noticiarios, así que debe esconderse durante algún tiempo. En un barrio acomodado tiene la oportunidad de hacerse pasar por el amigo de una amiga del perfecto anfitrión.",93,El perfecto anfitrión
288,6.2,Wayne Gurman,Shalin Agarwal,"Wayne Gurman's life story. Follow him as he tears through the mean streets of the Bronx. Losing friends, making enemies and fighting against the odds to find Paradise.",92,Bronx Paradise
289,2.7,Ford Austin,Andrew J. Rausch,"A secret government has been trying to create the ultimate killer using the DNA of infamous killers Jeffrey Dahmer and John Wayne Gacy, but there's one big problem: they've escaped! Bloody mayhem stretches across the United States as they go on the ultimate killing spree. Trying to stop the maniacal madness is Ringo, a hick warrior, using only a shotgun and a bottle o... Leer todo",90,Dahmer vs. Gacy
290,6.3,Jay Duplass,Mark Duplass,"Con la vida social de John paralizada y su ex-esposa a punto de volverse a casar, este desafortunado divorciado finalmente conoce a la mujer de sus sueños, sólo para descubrir que hay otro hombre en su vida: su hijo.",91,Cyrus
291,5.7,Louise Alston,"Francesca Gasteen, Cindy Nelson, Louise Alston",Two best friends decide it's time to grow up when they're labeled co-dependent and socially inept. Jackie is incapable of having a mature relationship with a man while Lucyʼs overweight and still lives with her mother.,90,Jucy
292,7.1,Yasuhiro Kawamura,"Tomoko Ninomiya, Rin Eto","Nodame (Juri Ueno) is still pining for the affections of Chiaki (Hiroshi Tamaki), but Chiaki wants them to concentrate on their musical careers and moves out. Chiaki then gets the opportunity to perform with Song Rui (Yu Yamada) and the Wiltord Orchestra of Vienna. Meanwhile, Nodame remains at the conservatory in Paris, but Professor AuClair refuses to let her compete... Leer todo",123,Nodame Kantâbire: Saishuu-gakushou - Kouhen
293,5.0,Leena Pendharkar,Leena Pendharkar,"A little girl attempts an innovative experiment on raspberry plants for her school science fair, alongside the troubles of her dysfunctional home life and her depressed mother.",82,Raspberry Magic
294,5.3,Nikos Panayotopoulos,"Sotiris Dimitriou, Nikos Panayotopoulos","The best way to know the city is to walk. At each step of discover the sounds, scents and flavors of Athens, testing all fruit and meet the most incredible characters, exchanging humorous dialogues with them.",94,Ta oporofora tis Athinas
295,7.2,Stephen Sinclair,Stephen Sinclair,"A Russian immigrant is obsessed with his experimental film-making forcing his wife to take a job as a stripper to cover their financial needs. A Polynesian woman draws him from his self-destructive bent, allowing him to reconnect.",79,Russian Snark
296,7.1,Justin S. Monroe,Jack Roberts,"The awkward son of a rock legend, Duncan Christopher, works through the suicide of his father in the brutal underground world of karaoke.",94,The Rock 'n' Roll Dreams of Duncan Christopher
297,5.6,Alejandro González Padilla,"Monica Abin, Alejandro González Padilla",A woman in Mexico City has marital problems and goes to a therapist. She wakes up from hypnosis thinking she's a Basque princess from the 15th century. Her husband hires a Basque interpreter.,99,Regresa
298,5.0,Sebastian Gutierrez,Sebastian Gutierrez,La vida de la actriz porno Elektra Luxx se pone patas arriba al descubrir que está embarazada.,104,Elektra Luxx
299,6.5,John McKeown,"John Mc, Keown",No tiene argumento,No tiene datos,Six Semesters
300,6.1,Saurabh Shukla,Rajat Kapoor,"Subhendu, a middle-aged writer, falls in love with a much younger woman named Sheela. In order to woo her, he pretends to be a younger man.",118,I Am 24
301,7.3,Christopher Morris,Christopher Morris,Cuatro terroristas británicos incompetentes se disponen a entrenar y cometer un acto terrorista.,97,Four Lions
302,5.4,James L. Brooks,James L. Brooks,"Tras ser excluida del equipo de sóftbol de Estados Unidos, Lisa se encuentra valorando su vida y en medio de un triángulo amoroso, mientras un hombre de negocios en crisis compite con su actual novio jugador de béisbol.",121,¿Cómo sabes si...?
303,5.4,Max Winkler,Max Winkler,"Two friends are off on a weekend outing. Marshall thinks the trip is to re-establish their friendship, but Sam has ulterior motives in mind as he crashes the wedding of a woman he still loves.",89,Ceremony
304,4.6,Henry Jaglom,Henry Jaglom,"An electronic ankle bracelet and being under house arrest aren't about to stop up-and-coming actress Maggie Chase (Tanna Frederick) from the two things she craves the most: real fame and true love. With more ""Google points"" than her Iowa hometown, but far less than Angelina Jolie, Maggie is desperate to claw her way off the B-list of action/adventure pictures and into... Leer todo",120,Queen of the Lot
305,2.8,Joseph A. Elmore Jr.,Joseph A. Elmore Jr.,"A high-energy romantic comedy that follows three bachelors, speeding through life and scheming on women.",98,Speed-Dating
306,5.2,Yoav Factor,Yoav Factor,"One man's mission to follow his dream is comically halted in its tracks at the request of his dear, but difficult, aged Jewish mother who is hell-bent on seeing her warring dysfunctional grown up grandchildren together one last time before she dies.",97,Reuniting the Rubins
307,3.0,Ralph E. Portillo,Alan C. Elliott,"On an otherwise ordinary day, the life of prominent businessman John A. Money is thrown into chaos when a quirky donut-eating Angel of Death appears in a puff of smoke and announces that he's come to take John to the pearly gates. John spends his ""final"" hours trying to figure out what life is all about ... and that's the problem with Money.",83,Angels Love Donuts
308,6.9,Scott Bushaw,Scott Bushaw,"Pushing the boundaries in new, creative and comedic ways From Hollywood to Hollywood brings you on the twisting journey of a lifetime with two brothers: reluctant actor Skyler Pierson and horrible idea having Dempster Pierson as they try to make their dream of writing and starring in their own Hollywood movie come true. But before that can happen, it would be helpful ... Leer todo",92,From Hollywood to Hollywood
309,6.9,Michael P. Noens,Mark Stewart Iverson,"Two teenagers spend an unexpectedly engaging evening with one another discussing five major human desires: power, money, family, sex and time.",70,Darren & Abbey
310,7.3,Abhishek Chaubey,Vishal Bhardwaj,"While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.",118,Ishqiya
311,6.6,Mardana M. Mayginnes,Mardana M. Mayginnes,"On the road trip of his life, Jamie learns how to exploit women as a corporation would a resource.",95,The Loneliest Road in America
312,5.5,Nick Levy,Simon Salamon,"SexStar is a Casanova whose occupation is the 'rounding' of women. He juggles 5 different girls over a series of dates, all while trying to maintain his reputation by nailing the hottest girl in the city.",80,How to Be a SexStar
313,6.7,Dan Finkel,"Dan Finkel, Brian Mc, Guire","A drug comedy about religion, friendship, life, love, death, and marriage.",88,Everything Will Happen Before You Die
314,4.9,Jugal Hansraj,Uday Chopra,Everybody loves beautiful Alisha and it's no surprise that nerdy Abhay loves her too but she doesn't know he exists until years later their paths cross.,140,Pyaar Impossible!
315,3.9,Joseph Guzman,Joseph Guzman,"Abusada mentalmente, esclavizada y forzada a la prostitución, una hermana despiadada, dada por muerta, se embarcará en una misión directamente de Dios, golpeando a los pecadores en su guerra santa, estrictamente personal.",91,Nude Nuns with Big Guns
316,7.3,Jan Svankmajer,Jan Svankmajer,"The film uses a mix of cut-out animation from photographs and live-action segments, and tells the story of a married man who lives a double life in his dreams, where he is married to another woman.",109,Prezít svuj zivot (teorie a praxe)
317,6.0,Michael Matzdorff,Michael Matzdorff,"Follows the journey of Joe Peterson, a burned out children's book writer who's approaching a midlife crisis.",92,Feed the Fish
318,5.8,Bill Corbett,No tiene datos,"Mike, Bill, and Kevin, riff on a film where Santa is stranded in a Florida beach, soils his pants, and there's a Thumbelina story with a pervy old mole from New York. Also, Ice Cream Bunny.",No tiene datos,Rifftrax: Santa and the Ice Cream Bunny
319,6.8,Phil Rosenthal,Phil Rosenthal,"A documentary on Phil Rosenthal's experiences during the making of ""Voroniny,"" the Russian-language version of ""Everybody Loves Raymond"".",86,Exporting Raymond
320,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
321,6.2,Casey Affleck,Casey Affleck,Documenta la transición de Joaquin Phoenix desde el mundo del cine a una carrera como aspirante a rapero.,108,I'm Still Here
