,0,1,2,3,4,5,6,7
1736,6.7,69,James C.E. Burke,Brent Boyd,A troubled young man struggling to right himself after the premature death of his father.,110,Aurora Borealis,tt0387037
1737,5.5,No tiene datos,Carlos Reygadas,Carlos Reygadas,"Marcos desea a la promiscua hija de su jefe, pero después de estropear un plan de extorsión, se siente destrozado por la culpa.",98,Batalla en el cielo,tt0387055
1738,3.7,30,Nikolay Lebedev,"Yuriy Kamenetskiy, Kam Miller, Ezhen Shchedrin","Ten years ago Sarah Hathaway's gifted and troubled son, Thomas, ran away from their home in Los Angeles. Unable to deal with the doubt and guilt, Sarah's life slowly disintegrates ending in a painful divorce from her husband. Sarah refuses to give up hope of ever finding Thomas and hires a private detective who unexpectedly turns up a new clue as to his whereabouts. C... Leer todo",90,The Iris Effect,tt0387358
1739,6.2,No tiene datos,Ben Younger,Ben Younger,"Una profesional de Manhattan es cortejada por un joven pintor, que resulta ser el hijo de su psicoanalista.",105,Secretos compartidos (Prime),tt0387514
1740,7.3,No tiene datos,Michael Haneke,Michael Haneke,Un matrimonio se ve aterrorizado por una serie de videos de vigilancia que les están dejando en el porche delantero.,117,Caché (Escondido),tt0387898
1741,6.4,No tiene datos,Álvaro Buela,Álvaro Buela,"34-year-old Pamela is a small and shy woman. She works at the cash register of a supermarket. She attends a religious temple led by a Brazilian minister. She periodically visits her autistic mother. She is an anonymous character, leading a meaningless life. Suddenly, a miracle occurs. Messages of a marvelous destiny start to reach Pamela in unusual ways: a client, a g... Leer todo",100,Alma mater,tt0388703
1742,5.3,No tiene datos,Michael Worth,Michael Worth,"When Valenitine, a lifelong assassin, tries to leave her old life behind, she enters a world that may be stranger than the one she just left. Searching for the son of a man she has killed she finds the road paved with good intentions can sometimes still have potholes...",101,Killing Cupid,tt0389073
1743,5.3,62,Yuri Zeltser,Yuri Zeltser,"A frantic young woman begs a stranger to help save her marked husband, not realizing that the stranger is the hit man hired to kill him. Experimental digital movie shot entirely in one take and in real time.",103,The Circle,tt0388837
1744,7.0,No tiene datos,Jacob Thuesen,Kim Fupz Aakeson,"In a ""normal"" Danish family, Stine, 14, has become reclusive. She tells the school psychologist that her dad sexually abused her. He calls her a chronic liar. He's arrested. Guilty?",103,Anklaget,tt0388727
1745,7.1,No tiene datos,Rogério Sganzerla,Rogério Sganzerla,"In the B&W first part, a customs agent, Dr. Amnésio, examines some reels of film, a documentary Orson Welles made about Brazil, and tries to confiscate the material. The color second part shows a party in which those repression agents celebrate their victory against freedom and creativity.",80,O Signo do Caos,tt0389377
1746,7.8,No tiene datos,Radu Mihaileanu,"Alain-Michel Blanc, Radu Mihaileanu",A Christian boy escapes to Israel from famine-stricken Ethiopia by pretending to be Jewish.,140,Vete y vive,tt0388505
1747,7.7,No tiene datos,Ang Lee,Annie Proulx,"La historia de una relación prohibida y secreta entre dos vaqueros, y sus vidas a lo largo de los años.",134,Brokeback Mountain. En terreno vedado,tt0388795
1748,7.4,No tiene datos,Bill Paxton,Mark Frost,"En el US Open de 1913, Francis Ouimet, de 20 años, jugó golf contra su ídolo, el campeón del US Open de 1900, el inglés Harry Vardon.",120,Juego de honor,tt0388980
1749,4.8,71,Steve Pasvolsky,Steve Pasvolsky,"Poker, Spasm and Blue Flame, are trying to escape the law, school, parents, their demons and a couple of criminals to realise their burning ambition; to meet world class skating champion, Tony Hawk and compete in his skating competition.",90,Deck Dogz,tt0389911
1750,6.6,No tiene datos,Nigel Cole,Colin Patrick Lynch,"Emily y Oliver no se conocen. Durante los siguientes siete años de sus vidas, se encontrarán repetidamente por casualidad. ¿Están destinados a estar juntos?",107,El amor es lo que tiene,tt0391304
1751,5.3,No tiene datos,David J. Burke,David J. Burke,Un caso de corrupción salpica al departamento de policía de Edison. Un periodista novato se alía con un agente veterano para descubrir la verdad.,99,Ciudad sin ley,tt0389957
1752,6.7,71,Vipul Amrutlal Shah,Aatish Kapadia,"Ishwar Chandra Thakur is living the good life, content with his loving wife Sumitra and son Adiya. There is but one thing which gradually comes to annoy Ishwar: his son's laziness and dependency on his father.",153,Waqt: The Race Against Time,tt0390614
1753,6.5,No tiene datos,Milos 'Misa' Radivojevic,Milos 'Misa' Radivojevic,"The story AWAKENING FROM THE DEAD takes place at the beginning of the bombing, both in Belgrade and in one small town in Serbia, at the end of March 1999. Forty-year-old Mickey, an unaccomplished writer, a disillusioned assistant professor at the Faculty of Fine Arts, a discouraged democrat and a columnist, dismissed from a famous daily newspaper, emerges from his own... Leer todo",134,Budjenje iz mrtvih,tt0389823
1754,5.6,No tiene datos,Rodrigo Gonçalves,"Rodrigo Gonçalves, Radomiro Spotorno, Pepe Torres","Ana, a northern European with a cold beauty and a pragmatic nature, travels to Chile to carry out her father's mission: to bring his mortal ashes to the bay of Horcón and deliver a painting to a fisherman called Pepe, who is the only one who knows exactly where the ashes should be scattered. A universe of memories told by Pepe opens up to Ana and takes her on an adven... Leer todo",90,"Horcón, al sur de ninguna parte",tt0390100
1755,5.1,35,Ron Brown,Ron Brown,"A psychological drama about an unstable man, tormented by nightmares, who seeks help from a shrink but is pushed over the edge into increasingly dangerous, psychotic territory by a relationship he is unable to control.",85,A Perfect Fit,tt0391397
1756,4.3,No tiene datos,Jeff Kanew,Justin Kanew,Adam and Eve start dating in college. Eve wants to remain a virgin until...? Neither Adam's nor Eve's roomies understand them.,91,Adán y Eva,tt0391728
1757,8.2,No tiene datos,John Reidy,John Reidy,"The 3 stages in the tumultuous life of John Coyne. Born a poor Irish Catholic with an abusive alcoholic father, John finds no solace in the catholic school and church he attends.",90,The Signs of the Cross,tt0391452
1758,6.1,No tiene datos,Robert Connolly,"Elliot Perlman, Robert Connolly","THREE DOLLARS is the story of Eddie, an honest, compassionate man who finds himself with a wife, a child, and three dollars. Eddie's world revolves around the three women in his life: his brilliant wife Tanya, a passionate academic, their six year old daughter Abby, who heightens the stakes on every decision Eddie makes, and his childhood sweetheart, the beautiful, pr... Leer todo",118,Three Dollars,tt0391493
1759,4.7,22,Stefan C. Schaefer,Stefan C. Schaefer,"Un joven ex-hacker, descontento con su vida, ataca a los considerados responsables, subiendo imágenes de video desfavorables de ellos en Internet.",89,Confess,tt0391877
1760,6.7,No tiene datos,Petter Næss,Ron Bass,"A love story between two savants with Asperger's syndrome, a kind of autism, whose conditions sabotage their budding relationship.",94,Mozart and the Whale,tt0392465
1761,3.2,No tiene datos,Chris Bremble,"Greg Bennett, Chris Bremble",The crew of the Discovery struggle to survive and escape to the surface after the Space Shuttle ditches into the Atlantic Ocean.,No tiene datos,Deep Rescue,tt0393199
1762,7.3,No tiene datos,Thomas Carter,Mark Schwahn,"La polémica rodea al entrenador de baloncesto de un instituto, Ken Carter, después de que mande al banquillo a todo su equipo por romper el contrato académico que tenían con él.",136,Coach Carter,tt0393162
1763,5.4,No tiene datos,Glenn Klinker,Eric Litra,"Nickel Children is a narrative drama that takes the perspective of two runaways, Cat (Tamara Hope - Shall We Dance, The Deep End) and Nolan (Reiley McClendon - Pearl Harbor, The Kid) and reveals the harsh realities of life on the streets of Los Angeles. Relying only on their instincts and the fleeting kindness of strangers, Cat and Nolan navigate their way through a w... Leer todo",95,The Nickel Children,tt0393529
1764,7.1,80,Rian Johnson,Rian Johnson,Un adolescente solitario se adentra en las profundidades de una red criminal de la escuela secundaria para investigar la desaparición de su ex-novia.,110,Brick,tt0393109
1765,6.9,No tiene datos,Willem van de Sande Bakhuyzen,Maria Goos,"Anna is a vital woman who is married and has two daughters. She picks up her old passion of writing again after frequent requests by a colleague and a friend, but she had not foreseen the consequences of family and friends reading her stories...",110,Leef!,tt0393423
1766,6.1,61,Ira Sachs,Michael Rohatyn,A Russian woman living in Memphis with a much older rock-'n'-roll legend experiences a personal awakening when her husband's estranged son comes to visit.,108,Forty Shades of Blue,tt0395543
1767,5.7,38,Robinson Savary,"Robinson Savary, Patrick Faure, Arif Ali Shah","A period drama set in the early years of the twentieth century. Josef, a former construction worker who delighted in dancing on girders high above the city, who now sweeps up at the circus. Once the big top's owner spots the young roustabout defying gravity on the trapeze, however, he endeavors to pair Josef with his aerialist daughter Alice in a perilous sky-high pas... Leer todo",99,Bye Bye Blackbird,tt0395488
1768,5.6,71,Matthew Marconi,Matthew Marconi,Modern western detailing the drama of a man struggling to hold on to his ranch and struggling to raise a granddaughter he never knew.,106,Truce,tt0395795
1769,2.1,No tiene datos,Alexander Izotov,Alexander Nevsky,No tiene argumento,50,Time of Change,tt0395787
1770,6.3,No tiene datos,Thom Fitzgerald,Thom Fitzgerald,"A three-paneled look at the worldwide A.I.D.S. crisis. Three tragic stories taking place in South Africa, China, and Montréal.",127,3 agujas,tt0395424
1771,5.7,No tiene datos,Claude Lelouch,Claude Lelouch,"A picture of humankind in Paris: singers, shows, social gatherings, businessmen, nightclub barmen, bums, shoppers.",103,Le courage d'aimer,tt0395553
1772,7.9,No tiene datos,Trey Lineberger,Vincent Vittorio,"Little Men is a story that captures how we grow up. The film takes the question of, ""Whether girls should be allowed in the clubhouse,"" and focuses on the reality of the situation. The children, boys and girls, each realize if he or she is a leader or a follower, and struggle with this issue. The children, learning, fight to grow and to understand the next stage in th... Leer todo",74,Little Men,tt0395197
1773,5.6,No tiene datos,Adam Shankman,Thomas Lennon,"Tras recuperarse de un rescate fallido, el Navy SEAL Shane Wolfe recibe la misión de proteger a los hermanos Plummer de los enemigos de su padre fallecido, un científico del Gobierno cuyo experimento permanece en la casa.",95,Un canguro superduro,tt0395699
1774,6.9,No tiene datos,Andreas Dresen,"Christoph Hein, Laila Stieler","Bernd Willenbrock is a car dealer at Magdeburg, East Germany, a small but successful and well-reputed businessman who has made his way in the post-Communist society. A sympathetic wife, a nice house, a fast car, a house in the country--these are the attributes of material success that count for Willenbrock. Then, things slowly begin to move into a different direction:... Leer todo",105,Willenbrock,tt0396273
1775,5.3,No tiene datos,Steven R. Monroe,Philippe Vidal,"Nueve desconocidos, sin conexión aparente entre ellos, son secuestrados, drogados y encerrados juntos en una casa.",90,9 extraños,tt0395585
1776,6.0,No tiene datos,François Bouvier,Nathalie Petrowski,No tiene argumento,96,Maman Last Call,tt0396116
1777,7.5,No tiene datos,Nacer Khemir,"Tonino Guerra, Nacer Khemir","Sobre un desierto avanzan una niña llamada Ishtar y su anciano abuelo ciego, un sufí llamado Bab'Aziz.",96,Bab'Aziz,tt0395461
1778,7.3,No tiene datos,Niki Caro,Michael Seitzman,"Un relato ficticio del primer gran caso de acoso sexual americano, Jenson vs. Eveleth Mines, donde una mujer que sufrió una variedad de abusos mientras trabajaba como minera presentó y ganó la histórica demanda de 1984.",126,En tierra de hombres (North Country),tt0395972
1779,7.4,No tiene datos,Digvijay Singh,Naman RamachandranDigvijay Singh,No tiene datos,No tiene datos,Opium Royale,tt0395692
1780,6.8,100,Richard Dutcher,Richard Dutcher,"The lives of a street preacher, an aspiring actress, a Mormon missionary, and a young gang banger intersect in this ensemble drama set in present-day Santa Monica, California.",128,States of Grace,tt0395561
1781,7.5,No tiene datos,Bill Millios,Bill Millios,"""Dangerous Crosswinds"" is a drama about a Pulitzer Prize-winning writer and euthanasia advocate whose belief system begins to unravel after assisting in the mercy killing of a sick friend.",No tiene datos,Dangerous Crosswinds,tt0396550
1782,4.5,61,Subhash Ghai,Sachin Bhowmick,"A man befriends and protects a British girl from a group of nationalists that want England to hand India back to them. They fall for each other, but the man is due to marry.",171,Kisna: The Warrior Poet,tt0396690
1783,5.5,17,Lee Daniels,Will Rokos,"When an assassin is diagnosed with terminal cancer, she decides to carry out one final killing, assisted by her lover and stepson, Mikey.",93,Shadowboxer,tt0396857
1784,5.8,No tiene datos,Everett Lewis,Everett Lewis,"After living on the tough streets of LA for a while, India hopes that every gay basher will meet his destiny. In this case Destiny is a black, 6 foot, high heel wearing, gun toting, drag queen with an attitude and a soft place in her heart for homeless gay boys.",95,FAQs,tt0396587
1785,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0396652
1786,6.6,58,James Marsh,Milo Addica,"A motiveless malignancy? Elvis leaves the Navy and heads for Texas where he contacts his father Dave, whom he's never met. He is the pastor at a Christian community church. He tells Elvis to stay away and, without telling his family that Elvis is his son from a pre-conversion liaison, tells them to have nothing to do with him. But Elvis has already connected with Male... Leer todo",105,The King,tt0396688
1787,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0397103
1788,7.3,No tiene datos,Rob Marshall,Robin Swicord,Nitta Sayuri revela cómo trascendió sus raíces de aldea de pescadores y se convirtió en una de las geishas más famosas de Japón.,145,Memorias de una geisha,tt0397535
1789,6.5,No tiene datos,Régis Wargnier,"William Boyd, Michel Fessler, Fred Fougea","Una épica historia sobre antropólogos que cazan y capturan pigmeos para su estudio en Europa, en un intento por descubrir el eslabón perdido entre el hombre y el simio.",122,Man to man,tt0397530
1790,6.7,No tiene datos,Francisco D'Intino,Francisco D'IntinoVictoria Galardi,No tiene datos,90,La esperanza,tt0397413
1791,2.9,No tiene datos,Peter Sullivan,"Max Miller, Kasim Saul","Street fighter Victor Knox (Andre McCoy), just freed from prison, needs money to be re-united with his wife and child. When invited to join an underground fight tournament promising easy cash, he quickly signs up. Under constant surveillance by virtual spectators, the matches becomes increasingly violent; Vic soon finds himself held captive in a game of endless fighti... Leer todo",90,Game Over,tt0397436
1792,6.5,No tiene datos,Iain Softley,Ehren Kruger,"Una enfermera de cuidados paliativos, que trabaja en una espeluznante plantación de Nueva Orleans, se ve envuelta en un misterio relacionado con el oscuro pasado de la casa.",104,La llave del mal,tt0397101
1793,7.1,No tiene datos,Attila Mispál,"Attila Mispál, Emese Babette Solti, Sándor Tar",No tiene argumento,90,A fény ösvényei,tt0397857
1794,6.6,No tiene datos,Mikael Håfström,"Stuart Beattie, James Siegel",Dos ejecutivos que están teniendo una aventura son chantajeados por un criminal violento y tienen que actuar para salvar a sus familias.,108,Sin control,tt0398017
1795,6.4,53,Montxo Armendáriz,"Montxo Armendáriz, Bernardo Atxaga","Un drama rural ambientado en Obaba, una región mítica del norte de España, donde un joven cineasta luchó por capturar el sentimiento de la zona, lo que a su vez conduce a un rico autodescubrimiento.",100,Obaba,tt0397582
1796,6.4,No tiene datos,David Jacobson,David Jacobson,"Ambientado en el actual Valle de San Fernando, el proyecto gira en torno a un hombre delirante que se cree un vaquero y la relación que comienza con una joven rebelde.",108,En el valle,tt0398027
1797,7.0,No tiene datos,Carlos Alberto Riccelli,Bruna Lombardi,No tiene argumento,90,"Stress, Orgasms, and Salvation",tt0398346
1798,6.7,20,Jeffrey Phelps,Jeffrey Phelps,"Dr. David Edwards is a cancer specialist, and his life is his work. His only friend is Lou Rosen, 73. Lou is also David's patient, but at his age, chances are grim. Still, everyone deserves a chance, or at least that's what David thought before Sonny Collins walked into his office. On paper, Sonny looked ideal for his experimental trial: early forties with an inoperab... Leer todo",108,Special Ed,tt0398340
1799,6.3,No tiene datos,Jean-François Richet,John Carpenter,Un sargento de policía debe reunir a policías y presos para protegerse en la víspera de Año Nuevo cuando unos policías corruptos rodean la comisaría con la intención de matarlos a todos.,109,Asalto al distrito 13,tt0398712
1800,5.5,No tiene datos,Rob Reiner,Ted Griffin,"""Sarah Huttinger es una mujer que se entera de que su familia fue la inspiración para el libro y la película """"The Graduate"""" (El graduado), y que ella podría ser la descendiente del bien documentado evento.""",97,Dicen por ahí...,tt0398375
1801,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0399006
1802,6.6,No tiene datos,Juan Solanas,"Eduardo Berti, Juan Solanas","An accidental meeting between a French woman who goes to South America to adopt a baby and an Argentinian woman who with her small son leaves their hopeless village in search for a better life, changes both of their lives forever.",104,Nordeste,tt0398664
1803,6.5,No tiene datos,Matt Mulhern,Matt Mulhern,A down-on-his-luck divorced father struggles to get his life and family back together before it's too late.,84,Duane Hopwood,tt0398982
1804,5.4,No tiene datos,Laurits Munch-Petersen,Laurits Munch-Petersen,"Dos hermanos cometen un robo por desesperación. Sin embargo, cuando todo sale mal, deciden robar una ambulancia, pero pronto se dan cuenta de que no están solos.",80,Ambulancen,tt0400156
1805,5.9,No tiene datos,Jon Cohen,Jon Cohen,Liz is the victim of a vicious assault but is hypnotized to forget it ever happenned. However the attacker will go to any lengths to make sure she never forgets him.,86,Sum of Existence,tt0399706
1806,4.7,No tiene datos,Martin Schmidt,Dennis Jürgensen,A young couple and their daughter move into an old house hanted by spirits.,93,Bag det stille ydre,tt0400201
1807,5.6,No tiene datos,Ann Hu,"Michael Eldridge, Beth Schacter, Bin Wang","Set in 1948 against the backdrop of Communism's rise, ""Fei"" is the story of two sisters--Fei and Ying--bound together by the will of their late father, a legendary business entrepreneur, and their shared love for a charismatic ex-boxer, Huang. They are two women whose paths have been dictated by the often cruel decrees of the men their lives--two women who must someho... Leer todo",87,Mei ren yi jiu,tt0399048
1808,6.7,No tiene datos,Jim Hanon,Bill Ewing,Two people come to the end of a spear in order to realize that the divisions between them are not real.,108,El final del espíritu,tt0399862
1809,6.0,No tiene datos,Olivier Nakache,Olivier NakacheÉric Toledano,"Uno es demasiado tímido para iniciar una relación, otro demasiado inquieto para permanecer en una. ¿Su amistad les ayudará a encontrar la mujer adecuada para ambos?",100,Y tan amigos,tt0399222
1810,7.6,No tiene datos,Andrew Niccol,Andrew Niccol,"Historia de un traficante de armas ruso, Yuri Orlov. A través de algunas de las zonas de guerra más peligrosas, Yuri lucha por escapar de un implacable agente de la Interpol, de sus rivales en el negocio y hasta de alguno de sus clientes que incluyen a muchos de los más importantes dictadores.",122,El señor de la guerra,tt0399295
1811,7.4,No tiene datos,David Cronenberg,John Wagner,Un hombre formal se convierte en héroe local con un acto de violencia que sacude a su familia con repercusiones inesperadas.,96,Una historia de violencia,tt0399146
1812,6.2,No tiene datos,Harold Ramis,Richard Russo,"Un abogado intenta un crimen de Nochebuena, con la esperanza de estafar a la mafia local con algo de dinero. Su socio, podría tener diferentes planes para el dinero.",92,La cosecha de hielo,tt0400525
1813,6.2,No tiene datos,Till Franzen,Till Franzen,Two very different love stories cross each other in warm and magical way. A humanistic and yet mysterious film about love and death near the German/Danish border.,107,Die blaue Grenze,tt0400237
1814,6.4,No tiene datos,Willem van de Sande Bakhuyzen,Mieke de Jong,"Years ago, Lepel's parents left for a hot air balloon world tour. He stays with granny Koppenol, a mean bitch who constantly exploits him for domestic chores, in her buttons shop and even as accomplice in the department store where she steals the buttons from clothes. After she won't even leave him the balloon that kind salesman Max gave him, Lepel, now 9, runs away. ... Leer todo",96,Lepel,tt0400598
1815,6.6,No tiene datos,Lal Jose,Benny P. Nayarambalam,A fisherman's son grows up as a woman but things get complicated when she falls in love with a childhood friend.,127,Chanthupottu,tt0400186
1816,6.3,No tiene datos,Kevin Jordan,Kevin Jordan,"Giorgio's Lobster Farm has been a tradition in Brooklyn for over 65 years. Manned by an eccentric crew and serving the best seafood in the state, the renowned establishment now faces grave financial troubles. The Giorgio family must find a way to hold on to the business or risk losing the cornerstone of their identity. Under pressure, each member of the family is forc... Leer todo",94,Brooklyn Lobster,tt0401591
1817,6.0,71,Bob Roe,Rishi Vij,"When the wife of Indian immigrant Matt Singh dies suddenly (having kept her illness a secret), the successful businessman suddenly finds himself adrift and despairing -- feelings only heightened by a visit from his son.",90,Dancing in Twilight,tt0401516
1818,6.4,No tiene datos,Griffin Dunne,Dirk Wittenborn,"A massage therapist looking to overcome her addictions and reconnect with her son, whose father is an anthropologist in South America studying the Ishkanani people, moves in with a wealthy ex-client in New Jersey.",135,Gente poco corriente,tt0401420
1819,5.0,No tiene datos,Jeremy Haft,Jeffrey Reddick,"Tamara, an unattractive girl, who is picked on by her peers returns after her death as a sexy seductress to exact revenge.",98,Tamara,tt0401815
1820,7.2,No tiene datos,Yang Zhang,"Shangjun Cai, Xin Huo, Yang Zhang","Relationship between father and son on a background of Maoist regime in China in the mid-20th century. The father, a painter by profession, interned in a labor camp for ""re-education"" and loses his ability to paint. he teaches his son to draw, but does so obsessively. The convoluted relationship between father and son that spread over the period of childhood, adolesce... Leer todo",129,Xiang ri kui,tt0401808
1821,7.8,100,Jean-Marc Vallée,"Jean-Marc Vallée, François Boulay","Un joven francocanadiense, que creció en las décadas de 1960 y 1970, lucha por reconciliar su homosexualidad emergente con los valores conservadores de su padre y sus propias creencias católicas.",129,C.R.A.Z.Y.,tt0401085
1822,5.7,16,Peter Paige,Peter Paige,"A young artist (Peter Paige), desperate to replace the relationship he had with his recently relocated godson, is targeted by a neighborhood mom (Kathy Najimy) as a potential threat to the community.",91,Say Uncle,tt0401385
1823,5.8,No tiene datos,Sturla Gunnarsson,Anonymous,"Durante el siglo VI, el rey danés Hrothgar y sus guerreros matan a un troll. Su hijo Grendel, jura venganza.",104,Beowulf & Grendel: el retorno de la bestia,tt0402057
1824,6.1,No tiene datos,Xavier Durringer,"Véra Belmont, Dida Diafat, Xavier Durringer",The Biography of an incarcerated petty thief receiving a Second Chance. To become the first foreigner to become Muay Thai World Champion. An intimate immersion into the Muay Thai Art of fighting. Shot for over 5 months in Thailand and in the best Muay Thai Training Camp. Dida is playing himself fighting against the actual Muay Thai Champions. Real fights filmed live i... Leer todo,105,Campeón de campeones (Chok Dee),tt0402102
1825,6.3,No tiene datos,Mark Mylod,Collin Friesen,"To remedy his financial problems, a travel agent has his eye on a frozen corpse, which just happens to be sought after by two hitmen.",100,Un golpe de suerte,tt0402850
1826,5.8,No tiene datos,Chris Nahon,"Jean-Christophe GrangéChris Nahon, Christian Clavier",Un policía deshonrado ayuda a un joven detective a perseguir a un asesino en serie que ataca a mujeres turcas en París.,128,El imperio de los lobos,tt0402158
1827,5.6,No tiene datos,Piet De Rycker,Piet De Rycker,"An epic story of survival and the power of true friendship, set against an Arctic backdrop.",80,El osito polar: la isla misteriosa,tt0401559
1828,5.5,No tiene datos,Danny Leiner,Sam Catlin,The Great New Wonderful weaves five stories against the backdrop of an anxious and uncertain post-9-11 New York City.,88,New York City,tt0402230
1829,6.1,No tiene datos,Brian McNelis,Heather J. Miller,No tiene argumento,No tiene datos,East of Sunset,tt0402064
1830,6.2,No tiene datos,Rumle Hammerich,"Hans Christian Andersen, Rumle Hammerich, Ulf Stark",Drama about the difficult early years of Danish writer of fairy tales Hans Christian Andersen.,110,Unge Andersen,tt0402710
1831,5.4,0,Tom Anton,"Tom Anton, Sandi Russell","Thirty years after realizing they had both found that rare once in a lifetime love, a man and a woman separated by fate decide to take a second shot at romance despite the fact that both had moved on with their lives a long time ago.",110,At Last,tt0402808
1832,6.7,No tiene datos,Terrence Malick,Terrence Malick,La historia de la exploración inglesa de Virginia y del cambiante mundo y amores de Pocahontas.,135,El nuevo mundo,tt0402399
1833,6.5,45,Lasse Hallström,Jeffrey Hatcher,"El legendario romántico Giacomo Casanova, tras fracasar en ganarse el afecto de la veneciana Francesca Bruni, se esfuerza por descubrir el verdadero significado del amor.",112,Casanova,tt0402894
1834,4.3,No tiene datos,Steve Boyum,Ken Solarz,"Ante la sospechosa muerte de su padre, dos hermanos deben motivarse mutuamente para volver a subirse a sus motos y arrasar en el Campeonato de Motocross de Las Vegas.",80,Supercross,tt0403016
1835,6.4,No tiene datos,Tony Giglio,Tony Giglio,Dos policías muy diferentes dan caza a un exitoso ladrón de bancos.,106,Caos,tt0402910
1836,5.7,58,Gus Van Sant,Gus Van Sant,La vida y la trayectoria de un músico de Seattle recuerdan a las de Kurt Cobain.,97,Last Days,tt0403217
1837,5.4,No tiene datos,Frédéric Balekdjian,Frédéric Balekdjian,"Vahé, Sahak, and Toros run a bonneteau game on the streets of Paris. They're Lebanese French of Armenian descent. Vahé also works with his father, a cloth merchant, and is in love with Lu Ann, Chinese French, who's broken off their affair. Vahé wants to make things right: with Lu Ann, with his father's business, and with Yuen, Lu Ann's younger brother, who's on the ed... Leer todo",85,Les mauvais joueurs,tt0404535
1838,4.5,14,Damon Dash,Blue Moreno,"Three Philadelphia-based gangstas -- Beans, Dame and Loco -- are on a collision course with one another for turf. Alliances are forged and broken and lifelong friendships end in violence as each crime lord schemes to get the upper hand.",94,State Property 2,tt0403537
1839,6.5,No tiene datos,Ken Kwapis,Ann Brashares,Cuatro mejores amigas traman un plan para mantenerse conectadas mientras sus vidas avanzan en diferentes direcciones: se pasan un par de pantalones vaqueros de segunda mano que se ajustan perfectamente a cada uno de sus cuerpos.,119,Uno para todas,tt0403508
1840,5.7,No tiene datos,Juan Frausto,Lisa Henthorn,"The story follows Phoenix attorney, Eduardo, who is trying to move his family up from Mexico. Trouble arises, however, when Eduardo's father is denied a visa and decides to make the border crossing illegally. Further trouble comes when Eduardo realizes his father's only hope may be a U.S. Border Patrol agent accused of killing a young boy.",97,La migra,tt0405157
1841,6.5,No tiene datos,Mary Harron,Mary Harron,"La vida de Bettie Page, una modelo de la década de 1950 y uno de los primeros íconos sexuales en Estados Unidos.",91,Bettie Page: la chica de las revistas,tt0404802
1842,7.3,94,Hayves Streeter,Hayves Streeter,No tiene datos,83,Silicon Valley,tt0403503
1843,6.1,No tiene datos,Tomas Villum Jensen,"Anders Thomas Jensen, Tomas Villum Jensen","Slow, shy Tommy attends group therapy for long-term unemployed. He gets a job and meets the owner of tanning salons, a rich, lonely widow twice his age. They date.",86,Solkongen,tt0403522
1844,No tiene datos,No tiene datos,Victory Tischler-Blue,Victory Tischler-Blue,No tiene datos,No tiene datos,El camino del diablo,tt0404850
1845,6.8,No tiene datos,Ole Christian Madsen,"Ole Christian Madsen, Bo Hr. Hansen, Jakob Ejersbo","The intense, realistic and unflinching tale of Maria, Allan and Steso, who are struggling for survival in urban life, about drugs.",125,Nordkraft,tt0403360
1846,6.2,No tiene datos,Malcolm D. Lee,Norman Vance Jr.,"En el verano de 1978, un adolescente y su grupo de amigos enfrentan nuevos desafíos cuando la pista de patinaje de su vecindario cierra, lo que los obliga a visitar una pista diferente.",112,Sobre ruedas,tt0403455
1847,4.3,No tiene datos,James Franco,"James Franco, Merriwether Williams","Un joven escritor cerca de un colapso mental, causado por su familia y su jefe, se muda a un apartamento ocupado por un mono que camina y habla.",92,Simiosis,tt0403848
1848,7.4,No tiene datos,Liev Schreiber,Jonathan Safran Foer,Un joven judío americano intenta encontrar a la mujer que salvó a su abuelo durante la segunda guerra mundial en un pueblo ucraniano que finalmente sería destruido por los Nazis.,106,Todo está iluminado,tt0404030
1849,6.7,No tiene datos,Scott Derrickson,Paul Harris Boardman,Un abogado se ocupa de un caso de homicidio por negligencia en el que se ve envuelto un sacerdote que realizó un exorcismo a una joven.,119,El exorcismo de Emily Rose,tt0404032
1850,5.3,No tiene datos,Kyle Dean Jackson,Corey Large,A serial killer targeting the city's mobsters taunts police with clues and photos left behind at the crime scenes. A veteran cop takes on a rookie partner hoping to crack one last case before retiring.,119,Chasing ghosts (la caza),tt0403933
1851,No tiene datos,No tiene datos,Carlos Martínez,Carlos Martínez,No tiene argumento,83,Rosas rojas... rojas,tt0405281
1852,5.8,No tiene datos,Jirí Svoboda,Jirí Svoboda,"A thriller loosely based on one of the most violent Czech criminal cases of the nineties, popularly known as the Orlík murders. The film delves into the motivation behind the killings, exposing their exceptional cruelty and an absolute absence of moral values. The perpetrators executed four people on their way to achieving material gain. Two of the bodies were found a... Leer todo",137,Sametoví vrazi,tt0406194
1853,7.5,No tiene datos,Florestano Vancini,"Massimo Felisatti, Florestano Vancini",No tiene argumento,121,E ridendo l'uccise,tt0404003
1854,5.7,48,Rick Rosenthal,Scott Sommer,"In the shadow of a family loss, the youngest son develops interest in an attractive high school classmate, paying little mind of her athletic boyfriend or of his own female best friend.",105,Nearing Grace,tt0406097
1855,7.2,No tiene datos,Tim Kirkman,Caitlin Dixon,Three overlapping stories of estranged families in three regions of North Carolina.,95,Loggerheads,tt0406038
