,0,1,2,3,4,5,6,7
599,5.7,40,Bala Rajasekharuni,Bala Rajasekharuni,"Green Card Fever is the story of a young man in the United States who overstays his visa in the pursuit of a ""Green Card"". He naively muddles through an underworld of illegal immigrants, immigration lawyers and the INS, and the love of an American girl of Indian origin.",100,Green Card Fever,tt0292527
600,4.6,No tiene datos,Dale G. Bradley,"Rebecca Goldsmith, Rebecca Goldsmith, Lynne Moses","With Matt seeming to straying into the hands of every pretty girl, where could the family end up? Standard murder and mayhem thriller with good production and technical values.",90,Presa del amor,tt0291121
601,3.8,No tiene datos,Dominic Shiach,Colin D. Simpson,"A lawyer investigates the puzzling suicide of her twin sister, discovering her sister's involvement with kinky sex and a mysterious lover",85,Crimen en portada,tt0290555
602,6.5,No tiene datos,Egidio Eronico,"Egidio Eronico, Antonella Grassi, Fabio Carpi","A man who grew up an orphan finally gets to meet his father: The psychopath Dr. Josef Mengele, the Auschwitz surgeon who performed genetic experiments on concentration camp refugees during WWII.",100,"My Father, Rua Alguem 5555",tt0293495
603,No tiene datos,No tiene datos,Issa Traoré de Brahima,Issa Traoré de Brahima,No tiene datos,104,"Siraba, la grande voie",tt0290862
604,6.8,No tiene datos,John Curry,Jorja FoxTed KairysJoshua Leonard,No tiene datos,No tiene datos,Down with the Joneses,tt0292496
605,6.8,No tiene datos,Kurt Inderbitzin,Kurt InderbitzinGay Walch,No tiene datos,89,Welcome to the Neighborhood,tt0291561
606,6.6,No tiene datos,Martin Provost,"Marc Abdelnour, Philippe Lasry, Martin Provost","The 20-year-old Juliette tries to come to terms with an unexpected pregnancy, despite a lack of support from the father of the child and from her mother.",92,El vientre de Juliette,tt0291542
607,7.6,68,Hector Babenco,Hector Babenco,"El doctor brasileño Drauzio Varella inicia la prevención del SIDA en la prisión más grande de Brasil, Carandiru, en São Paulo, donde la población es casi el doble de su máximo permitido.",145,Carandiru,tt0293007
608,5.6,No tiene datos,Namron,"Hariry Jalil, Namron, William Shakespeare","Set in the underground music scene, this loose adaptation of ""Julius Caesar"", with Caesar as a skinhead and Brutus as an undercover cop, is about the power struggle between two men.",65,Gedebe,tt0294595
609,6.4,No tiene datos,Martin Campbell,Caspian Tredwell-Owen,La crueldad del mundo se enfrenta al amor de dos personas diferentes que intentan salvar a la humanidad de la pobreza y la guerra.,127,Amar peligrosamente,tt0294357
610,No tiene datos,No tiene datos,Stephen Chang,Joël Tibbits,"Two parallel stories dealing with dark matter. On Earth, a scientist struggling with writing the definitive paper on the scientific concept fails to notice more obvious issues in his personal life. In an alternate space and time, a mythological being called The Guardian is charged with manipulating and protecting dark matter. He must fend off beings that seek to gain ... Leer todo",No tiene datos,Noctivagant,tt0293461
611,5.1,No tiene datos,Bertrand Blier,Bertrand Blier,"A father arrives at his son's house one evening. They begin talking about women, love, relationships and things turn awkward fast.",86,Les côtelettes,tt0293672
612,6.2,No tiene datos,Ersi Danou,Ersi Danou,No tiene argumento,90,Mia thalassa makria,tt0295565
613,4.3,No tiene datos,Bill Carleton,"Bill Carleton, Amy Chilcote","Alex Starbuck has it all... a high paying job, a beautiful home, and a wardrobe that any woman would die for. But there's a glitch in her portable, hard-driven life. While her job is stressful, the only physical release she receives from her hi-tech husband Mark are numerous emails. Things become hilariously complicated when Alex has a romantic encounter with Graeme, ... Leer todo",87,Back Spot Turn,tt0295182
614,4.6,No tiene datos,Lionel Epp,"Lionel Epp, Laurent Thoraval","Jean-Claude, a bent night-club owner, on his way escaping to Mexico, unfortunately had an accident with a young couple on a motorcycle. But Cédric has witnessed the accident....",97,En territoire indien,tt0296618
615,6.7,No tiene datos,Margarethe von Trotta,Margarethe von Trotta,"After the death of her father, Hannah becomes concerned with the strange behavior of her mother. As her mother's troubled childhood is revealed, Hannah realizes how little she ever knew.",136,Rosenstrasse,tt0298131
616,No tiene datos,No tiene datos,Mario Caniglia,Mario Caniglia,No tiene datos,59,Toujours tout droit,tt0296245
617,6.4,No tiene datos,Richard Burridge,Richard Burridge,"Jack Littlemore's in art security, but he's already in enough trouble - then an old friend comes out of his past and threatens to finish him off completely.",91,Collusion,tt0295838
618,4.5,No tiene datos,Julian Kean,Sally Charlton,Environmental activists encounter a mysterious and deadly presence.,90,The Devil's Tattoo,tt0297853
619,6.3,No tiene datos,Thomas De Thier,Thomas De Thier,No tiene argumento,106,La pérdida,tt0296587
620,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0297871
621,7.7,No tiene datos,Hugo Lescano,Axel Nacher,"A retired police chief plans to return from brazil bearing false documents and information about the change of border guards, together with two guns. his sole aim is to reach the village of ontiveros, where his ex-wife is now openly living with the police commissioner of that area.",81,El regreso,tt0298125
622,6.4,No tiene datos,Cédric Klapisch,"Santiago Amigorena, Cédric Klapisch, Alexis Galmot","""Ni Pour, Ni Contre"" tracks the fall of a young TV camerawoman, Caty, after she becomes involved with a group of petty criminals and their enigmatic leader, Jean. The gang lives hand to mouth until the day Jean plans a daring bank for robbery.",111,Ni a favor ni en contra (sino todo lo contrario),tt0298082
623,5.7,33,Bernar Hébert,"Leonard Cohen, Peter Putka","To live in the Here and Now, and write poems, that is what Leo wants - unlike the women who fall in love with him.",101,The Favourite Game,tt0299868
624,6.7,No tiene datos,David Gordon Green,David Gordon Green,Small-town love story of a young man with a reputation for womanizing and his best friend's sister.,108,Chicas de verdad,tt0299458
625,6.8,No tiene datos,Tim Fywell,Dodie Smith,A love story set in 1930s England that follows 17-year-old Cassandra Mortmain and the fortunes of her eccentric family struggling to survive in a decaying English castle.,113,El castillo soñado,tt0300015
626,5.7,No tiene datos,Stuart Gillard,"Nicholas Di, Bella","Randy Quaid stars in this uplifting, action-packed coming-of-age story about an aspiring racer with a need for speed, a passion for the racetrack and a hunger for victory!",94,Kart Racer (Coches de fuego),tt0300069
627,7.7,No tiene datos,Wolfgang Becker,Bernd Lichtenberg,"En 1990, para proteger a su frágil madre de un shock fatal tras despertar de un largo coma, un joven hace lo posible para evitar que descubra que su querida Alemania del Este ha desaparecido.",121,"Good bye, Lenin!",tt0301357
628,6.0,No tiene datos,Greg Pak,Greg Pak,"Four tales: a robot baby as a pre-adoption test, a mother and her dying son's toy robot collection, a lonely robot office worker, and a sculptor contemplating robot-enabled immortality.",85,Robot stories,tt0301777
629,No tiene datos,No tiene datos,Sandra Sciberras,Sandra Sciberras,No tiene datos,84,Max's Dreaming,tt0301610
630,5.0,23,Richard Franklin,Everett De Roche,"The story of Georgia Perry, the first woman to sail around the world solo.",100,Visitors,tt0301989
631,6.0,No tiene datos,Gary Hardwick,James Iver Mattson,Eva doesn't let her 3 sisters' men push them around. She's always butting in. How to pacify Eva? Find her a man. The men pay a playboy to be that man. The problem is - he falls in love with Eva.,105,Deliver Us from Eva,tt0301181
632,5.6,No tiene datos,Dan Patton,Dan Patton,No tiene argumento,85,Wash Dry and Spin Out,tt0302018
633,5.9,No tiene datos,Mark Illsley,Michael Bacall,"Centers on four college friends who become small-time bookies, only to find their world spinning dangerously out of control when their greed attracts the attention of organized crime.",88,Bookies,tt0302361
634,4.3,No tiene datos,Lloyd A. Simandl,Chris Hyde,"A woman must go undercover to break up a White Slavery ring. Thing get complicated when she fall for a handsome investigator, but must act the part of a lesbian.",93,The Final Victim,tt0302566
635,5.7,No tiene datos,Kadir Sözen,Kadir Sözen,"Heinrich Lutter (Götz George) is an unemployed locksmith. He lives with his two sons Mike (Markus Knüfken) and Günni (Bastian Trost) in Cologne, Ehrendfeld - a worker's district. Both need his unrestricted attention: Mike has a police record and Günni is mentally handicapped from birth. His only stability is his camper - for him it is a symbol of liberty and a fulfill... Leer todo",95,Gott ist tot,tt0301360
636,7.0,No tiene datos,Matthew Ryan Hoge,Matthew Ryan Hoge,La experiencia de un joven en un centro de detención que toca los tumultuosos cambios que atraviesan su familia y la comunidad en la que vive.,108,El mundo de Leland,tt0301976
637,7.4,No tiene datos,Leonardo Fabio Calderón,"Leonardo Fabio Calderón, José Sbarra","Marc, a young borderline, tries to commit suicide by throwing himself onto the train tracks and is stopped by a policeman who will try to convince him to give up his idea.",90,"Marc, la sucia rata",tt0301604
638,5.0,60,Penny Woolcock,"Tim Cooke, Penny Woolcock","Paul entra en una nueva y emocionante relación con Billy y Juliette, sin embargo, a medida que pasa el tiempo, debe elegir a alguno de ellos.",108,The Principles of Lust,tt0301744
639,6.7,No tiene datos,Andrei Blaier,Petre Salcudeanu,"Lama, a veteran inmate, is hired to kill Litera, another inmate. While trying to find the reason behind this, Lama soon gets caught in something that stretches way beyond the prison walls.",98,Dulcea sauna a mortii,tt0302093
640,5.2,No tiene datos,Jean Veber,Jean Veber,An ecological pharmacist uses ancient Celtic techniques to murder industrial magnates whose practices harm the planet.,84,El farmacéutico de guardia,tt0301730
641,6.2,No tiene datos,Mike Barker,Jenny Mayhew,"A recounting of the relationship between General Fairfax and Oliver Cromwell, as they try to cope with the consequences of deposing King Charles I.",102,Matar a un rey,tt0302436
642,6.4,No tiene datos,John Sayles,John Sayles,A brief look into South American family life while showing the hardships surrounding adoption in South America as six woman are forced to stay in the country while awaiting approval of adopting a baby.,95,Casa de los babys,tt0303830
643,4.8,No tiene datos,Manne Lindwall,"Mikael Bengtsson, Ola Höglund, Lovisa Löwhagen","9-year-old Simon, bullied at school by Alex, has a real lion as a companion, a beast that has the strength he himself lacks.",89,Lejontämjaren,tt0302713
644,4.3,No tiene datos,Mark L. Lester,Jeffrey Goldenberg,"Jayne Ferré needs to get out of Los Angeles ASAP. A strikingly-beautiful woman, yet ruthless assassin for the mob, she is on the run with a suitcase full of a million dollars in blood money stolen from mob boss Frank Bianci. Sixteen-year-old Kerry is on the run from a drug dealer set on payback. His mother Emily decides to take him and start a new life in Texas, but d... Leer todo",88,Traición,tt0303758
645,3.3,No tiene datos,Dominique Boccarossa,Dominique Boccarossa,No tiene datos,90,La vie nue,tt0304897
646,6.4,No tiene datos,Ed Solomon,Ed Solomon,"After two decades in prison for murder, a man is released on parole and returns to his hometown seeking redemption.",100,Levity,tt0304328
647,7.4,94,Shari Springer Berman,Harvey Pekar,Una mezcla original de ficción y realidad ilumina la vida del héroe del cómic Harvey Pekar.,101,American Splendor,tt0305206
648,5.0,No tiene datos,Jacques Cortal,Jacques Cortal,"Professional dancer, Margot suffers from cancer. As she battles the disease, her husband drowns her grief in the arms of other women.",No tiene datos,Quand je vois le soleil,tt0304600
649,7.4,No tiene datos,Ra'anan Alexandrowicz,Ra'anan Alexandrowicz,During his journey to Jerusalem young James learns the meaning of being Israeli.,91,Massa'ot James Be'eretz Hakodesh,tt0305178
650,5.8,No tiene datos,Ringo Lam,"Mike Cassey, Ringo Lam","A policewoman has always had the worst luck in love. On a trip to Malaysia, she finally meets the man of her dreams. However, her Perfect Man might not be all he appears to be.",101,Kei fung dik sau,tt0305574
651,6.5,No tiene datos,Mike Newell,Lawrence Konner,Una profesora de arte de pensamiento libre enseña a las conservadoras chicas de Wellesley de los años 50 a cuestionar sus roles sociales tradicionales.,117,La sonrisa de Mona Lisa,tt0304415
652,7.9,No tiene datos,Gyanendra Bahadur Deuja,Laxmi Prasad Devkota,"An epic tragedy, based on Nepal's most famous epic poem. Madan, a lower-class worker, is forced by poverty and mounting debts to go to Lhasa, Tibet, leaving behind his lonely mother and beloved wife, Muna. However, tragedy befalls him on the way home.",163,Muna Madan,tt0304435
653,5.7,No tiene datos,Pascal Bonitzer,"Pascal Bonitzer, Emmanuel Salinger","This movie tells the story of Bruno (Daniel Auteuil), a Communist newspaper journalist suffering a mid-life crisis. Torn between his wife Gaëlle (Emmanuel Devos) and his young girlfriend Nathalie (Ludivine Sagnier), his political beliefs battered by the wind of history, Bruno seems to have lost his bearings. After responding to a call for help from his uncle (Jean Yan... Leer todo",95,Pequeñas heridas,tt0304547
654,6.8,68,Sue Brooks,Alison Tilson,"Sandy, una geóloga, se encuentra atrapada en un viaje de campo al desierto con Hiromitsu, un hombre japonés que considera arrogante Las cosas van de mal en peor cuando se quedan varados en una de las regiones más remotas de la tierra.",106,Japanese Story,tt0304229
655,4.8,No tiene datos,Colin Nutley,"Colin Nutley, Johanna Hald, Liza Marklund","Tabloid journalist Annika Bengtzon is writing about a murder in the port of Stockholm and she suspects that the Yugoslav mafia is involved. However, she also finds links to a foundation that runs a shelter for battered women, Paradiset. Looking for a good story she also meets a welfare official, Thomas, who also thinks that the foundation should be looked into.",115,Paradiset,tt0305945
656,6.7,No tiene datos,Ezequiel Acuña,"Ezequiel Acuña, Alberto Rojas Apel","Martín is 17 and receives a phone call with news about his brother, whom he hasn't seen in years. This leads him to begin a search with the illusion of finding in Pablo an answer to get out of the monotony of his life.",94,Nadar solo,tt0305873
657,6.0,No tiene datos,Helmut Schleppi,Geert Heetebrij,Two brothers need household help after their Ma passes away. They decide to join a romance tour to Russia to find and bring home a traditionally minded wife.,94,Una mujer para dos hermanos,tt0305583
658,6.3,No tiene datos,Csaba Bereczky,"Csaba Bereczky, Suzanne Schiffman","The story is about Zoltán Frimont, who is a young French doctor of Hungarian origin. He is on a mission in Romania with his wife, who is also a doctor, when he collapses unexpectedly, and finds himself at a psychiatric institution in Transylvania.",106,Bolondok éneke,tt0305316
659,5.3,No tiene datos,Mimmo Calopresti,"Francesco Bruni, Mimmo Calopresti, Heidrun Schleef","A man in his forties has had enough. He leaves his loveless family, uninspiring job and fake friends and tries to find something more. He meets a young woman he falls for, but she puts him on the test.",95,La felicità non costa niente,tt0305569
660,6.5,No tiene datos,Jean-Claude Biette,Jean-Claude Biette,"The title reflects the brand of a financial institution, the bank of the Saltim family: Frederic, the younger brother, runs the family bank; his brother Bruno rejected the position of executive director, and chose to fund a theatrical company. A net of family members, friends, and acquaintances seems to swirl around the banking brothers, who are both trying to control... Leer todo",92,Saltimbank,tt0306040
661,6.4,No tiene datos,Eric Guirado,"Michel Fessler, Eric Guirado, Pierre Schoeller",A mayor wants to get rid of homeless people who blacken his Christmas.,95,Quand tu descendras du ciel,tt0304601
662,5.8,No tiene datos,Andrzej Bartkowiak,John O'Brien,"La hija de un ladrón de joyas es secuestrada cuando este roba una colección de preciados diamantes negros, que no son en absoluto lo que parecen.",101,Nacer para morir,tt0306685
663,4.9,No tiene datos,James Ivory,Diane Johnson,Las diferencias entre las costumbres y comportamientos sociales franceses y estadounidenses se observan cuando una estadounidense visita a su hermana francesa en París.,117,Le divorce,tt0306734
664,4.5,No tiene datos,Michael Stevens,Tim Willocks,"Cuando su hermana es brutalmente violada, un ex policía persigue a un hombre misterioso de su pasado.",107,El color de la venganza,tt0307466
665,5.2,No tiene datos,Stefan Barth,Stefan Barth,No tiene argumento,94,Motown,tt0307189
666,5.4,No tiene datos,Todd Komarnicki,Todd Komarnicki,"El 16 de enero de 1944, un piloto de reconocimiento sobrevive a un accidente aéreo en Delahaut, en la Bélgica ocupada por los nazis.",92,Resistencia,tt0306011
667,6.7,No tiene datos,Peter Greenaway,Peter Greenaway,"Tulse Luper de niño durante la Primera Guerra Mundial, como explorador en el Utah mormón y como escritor en Bélgica durante el ascenso del fascismo.",127,Las maletas de Tulse Luper: La historia de Moab,tt0307596
668,3.2,No tiene datos,Kjell Grede,"Kjell Grede, Torgny Lindgren","A film about the love of life, love of truth and love between two people who do not understand that they love each other.",109,Kommer du med mig då,tt0307566
669,5.4,No tiene datos,Anne Misawa,"Hart Monroe, Jerry Meadors",A coming of age romantic drama set in 1972 based on real life events.,93,La curva del Edén,tt0306761
670,6.1,No tiene datos,Alex Steyermark,"Cheri Lovedog, Robin Shushan","Prey For Rock & Roll is the story of Jacki and her all-girl rock and roll band, Clam Dandy, who are trying to make it in the LA club scene of the late 1980s. After ten years of being ignored by record producers, Jacki and the band find hope in one producer who promises to see them play and consider them for a contract. Jacki resolves to play this one last gig and then... Leer todo",104,Prey for Rock & Roll,tt0307351
671,6.5,36,John Deery,John Deery,"A Catholic priest's suicide and seminarian's expulsion for homosexuality spark a local journalist's investigation, uncovering celibacy controversies and abuse cover-ups within the Irish Catholic church.",90,Conspiracy of Silence,tt0308129
672,6.5,No tiene datos,Antoine de Caunes,"René Manzor, Pierre Kubel","How could Napoleon, the man of war and pioneering military strategist, meekly accept being locked up on a storm-lashed rock in the middle of the Atlantic ocean? What system of defence, and thus of attack, can he dream up to loosen his jailers' grip? On Saint Helena, the far-flung island chosen by his enemies, Napoleon fights a mysterious battle, his last and most impo... Leer todo",120,La última batalla (Monsieur N.),tt0308595
673,5.8,No tiene datos,Max Färberböck,"Max Färberböck, Sarah Khan, Matthias Pacht",The film explores the impact of September 11th 2001 through several fictional episodes intercut with documentary material.,115,September,tt0308865
674,6.2,No tiene datos,Tomy Wigand,"Henriette Piper, Franziska Buch, Uschi Reich","A boy who was once a perpetual outcast finds friends in a new boarding school, united with his new peers gets involved in a heated rivalry with a group of students that lives outside of the school premises.",110,Das fliegende Klassenzimmer,tt0311141
675,7.5,No tiene datos,Peter Weir,Patrick O'Brian,"Durante las guerras napoleónicas, un impetuoso capitán británico lleva su barco y su tripulación al límite en la persecución de un formidable buque de guerra francés por Sudamérica.",138,Master and Commander: Al otro lado del mundo,tt0311113
676,4.8,57,Michael Arabian,Tedd Taskey,No tiene argumento,No tiene datos,King of the Ants,tt0308464
677,5.8,No tiene datos,Pedro Olea,"Miguel Ángel Fernández, Alicia Giménez Bartlett, Joaquín Górriz",The lives of a designer and an alcoholic collide after they both try to kill themselves.,87,Tiempo de tormenta,tt0308983
678,6.4,No tiene datos,Edwin Brienen,Edwin Brienen,"A group of Amsterdam artists try to set up an erotic show in a Berlin nightclub. When the show flops, the group fades away into alcohol abuse and sexual excesses.",89,Lebenspornografie,tt0308493
679,6.6,No tiene datos,Neil LaBute,"Neil La, Bute","Un hombre tranquilo y sin pretensiones empieza a cambiar de forma radical al conocer a una nueva novia, estudiante de arte, y sus amigos se inquietan por la transformación.",96,Por amor al arte,tt0308878
680,6.1,No tiene datos,Antón Reixa,"Manuel Rivas, Xosé Morais, Antón Reixa",A love story between Republican Dr. Daniel Da Barca and a rich businessman' s the daughter Maris Mallo during the Spanish civil war.,106,El lápiz del carpintero,tt0309821
681,5.5,No tiene datos,Fred Schepisi,Jesse Wigutow,La historia de una familia disfuncional de Nueva York y sus intentos de reconciliación.,109,Cosas de familia,tt0311110
682,3.2,No tiene datos,James Glenn Dudelson,Gregory Amadeus Franzese,"Criminal Gavin Matthews finds himself an unwilling recruit, who's identity and past has been erased by ""The Corporation,"" a secret underground organization that acts as a rogue ""Justice Department,"" righting the wrongs the courts cannot. Now, held with other ""recruits"" at The Corporation's training and reeducation facility, Matthews and the others will become useful a... Leer todo",84,Lessons for an Assassin,tt0308499
683,6.6,No tiene datos,Mark Sobel,Mark Sobel,"Using transcripts from the Warren Commission Report, this film documents the workings of the Warren Commission, which investigated the assassination of President John F. Kennedy in 1963.",102,The Commission,tt0310906
684,6.2,No tiene datos,Robert Benton,Philip Roth,Un antiguo y desgraciado decano de universidad se ve obligado a enfrentarse a un hecho impactante sobre su vida que ha guardado en secreto durante cincuenta años al tener un romance con una misteriosa mujer joven.,106,La mancha humana,tt0308383
685,7.0,No tiene datos,Andrew Davis,Louis Sachar,"Un joven condenado injustamente es enviado a un campo de trabajo en el desierto, donde se sumará a la misteriosa tarea de cavar agujeros por una razón que desconoce.",117,La maldición de los hoyos,tt0311289
686,7.1,No tiene datos,Bernardo Bertolucci,Gilbert Adair,Un joven estadounidense que estudia en París en 1968 se hace amigo de una chica francesa y de su hermano. La historia se desarrolla con las protestas estudiantiles del París del 68 como telón de fondo.,115,Soñadores,tt0309987
687,7.1,78,Terry Zwigoff,Glenn Ficarra,"En nochebuena, un miserable estafador y su compañero se hacen pasar por Papá Noel y su Ayudante para robar en grandes almacenes. Pero tienen problemas cuando el estafador se hace amigo de un chico perturbado.",92,Bad Santa,tt0307987
688,6.6,No tiene datos,Eric Till,Camille Thomasson,"A principios del siglo XVI, el idealista monje alemán Martín Lutero, disgustado por el materialismo en la Iglesia Católica, inicia el diálogo que conducirá a la Reforma Protestante.",123,Lutero,tt0309820
689,5.9,No tiene datos,Eugene Brady,"Audrey Arkins, Josh Lieber, Christopher D. White","George takes a trip to Vietnam to find his missing son. George's son Bob and Bob's son Patrick accompany George on the trip. George's son, Brendan, has been Missing in Action since the Vietnam War. Julie, an archeologist, joined the search.",100,Ofreciendo esperanzas,tt0311530
690,6.7,No tiene datos,Jean-Paul Rappeneau,Jean-Paul Rappeneau,"Junio de 1940. Ministros, periodistas, grandes burgueses, señoritas y espías de todo tipo se encuentran en Burdeos. Un joven tiene que optar por los políticos ó los granujas, por la despreocupación ó la madurez.",114,Bon voyage,tt0310778
691,6.1,64,Glen Morgan,Glen Morgan,Un joven con una inusual conexión con las ratas las utiliza a su antojo sociópata.,100,Willard,tt0310357
692,3.5,No tiene datos,Olias Barco,"Olias Barco, Julien Sax, Paolo Rota","A young snowboarder with talent but no ambition, is introduced to the profession by a professional and Machiavellian snowboarder.",110,Snowboarder,tt0310164
693,7.0,No tiene datos,Peter Hedges,Peter Hedges,Una hija rebelde invita a su madre moribunda y al resto de su familia a su apartamento para la cena de Acción de Gracias.,80,Retrato de April,tt0311648
694,5.6,No tiene datos,Ron Underwood,Howard Korder,"In need of a grubstake, a young man convinces a couple of friends to help him kidnap Frank Sinatra Jr. It's a true story.",96,Yo secuestré a Sinatra,tt0311863
695,6.3,No tiene datos,Ferdinando Vicentini Orgnani,"Marcello Fois, Ferdinando Vicentini Orgnani","Ilaria Alpi, a young, Italian war-corespondent, was on a dangerous mission in Somalia. While she covered the civil war, she also discovered a big and secret international environmental scandal. Together with her cameraman, she was killed in the streets of Mogadishu in March 1994.",120,Ilaria Alpi - Il più crudele dei giorni,tt0311653
696,3.6,No tiene datos,Robbie Moffat,Robbie Moffat,"In the autumn of 573 AD, the civil war that divides the Celtic nations in the Post-Roman Britain ends at the battle of Arthuet. The Celtic armies disband and the warriors return to their homes, but the losses to the combined Celtic forces are so great that the immigrants from Germania - the Angles who settled along the North Sea, boldly send raiding parties into the C... Leer todo",88,The Winter Warrior,tt0312032
697,7.7,No tiene datos,Richard Green,Richard Green,"7 Year ZigZag is an innovative film, narrated in rhyme and swing making use of living animation. It is an inspirational story following the dreams and passion of a 60's Hippie trying to start the New Swing music movement in the early 1980's in Los Angeles and London. It is the first film of its kind.",90,7 Year Zig Zag,tt0312315
698,6.8,No tiene datos,Joel Schumacher,Carol Doyle,Una periodista irlandesa escribe una serie de historias sobre narcotraficantes.,98,Veronica Guerin. En busca de la verdad,tt0312549
699,5.1,No tiene datos,Daniel Kraus,Daniel Kraus,An evil baseball player turns the game into a blood sport by pitting his teammates against one another in violent competitions.,90,Ball of Wax,tt0312419
700,6.6,No tiene datos,Stijn Coninx,Jacqueline Epskamp,"Caro, a 9 year old girl, wants to understand the mysteries of the world around her. However, her religious education and the modern world don't always seem to make a good match.",105,Verder dan de maan,tt0313752
701,7.9,No tiene datos,Vicent Monsonís,Vicent Monsonís,"Sento is an inspired romantic painter trying to find his way in the art circles with his theoretical artist friend Domingo. When Genoveva, the owner of the most prestigious gallery invites him to take part in the most influential art contest in the world, Sento starts to paint his masterpiece: a really big piece which will not fit into his crampy apartment. So he move... Leer todo",100,Goteo,tt0314000
702,7.1,No tiene datos,José Henrique Fonseca,Rubem Fonseca,Maiquel has lost a bet and dyed his hair blond. This little event triggers a head-on collision with destiny in which Maiquel goes from nobody to hero to outlaw--all in 24 hours.,105,O Homem do Ano,tt0312773
703,6.0,No tiene datos,Robert Jan Westdijk,"Ronald Giphart, Robert Jan Westdijk","Gorgeous Dutch youngster Max has two passions, acting and girls. The first becomes his brilliant career, which takes off so well he gets invited to a prestigious New York theatre course for a year. But since he met fickle bitch Phileine in an Utrecht park, his flirting life is cut short while she cruelly plays with his feelings rather than his horny body. After refusi... Leer todo",95,Phileine zegt sorry,tt0314502
704,4.5,No tiene datos,Ujjwal Chatterjee,"Sushmita Banerjee, Shubhrajyoti Barat, Ujjwal Chatterjee","Real life story of Sushmita Bannerjee, a Bengali who married an Afghan Jaahbaaz. She moves into Afghanistan only to realize the fraud her husband was. She is fed with the Sharia life, tries to escape twice to finally come back to India.",166,Escape from Taliban,tt0312664
705,8.3,No tiene datos,Shyamaprasad,ShyamaprasadRichard StanleyGanga Prasad Vimal,No tiene datos,116,Bokshu the Myth,tt0313307
706,4.1,12,Jonathan Freedman,Herschel Wahlkoch,A former FBI agent must stop a madman from setting off a bomb.,92,Detonator,tt0312617
707,6.5,No tiene datos,Carl Franklin,Dave Collard,Un jefe de policía de Florida debe resolver un doble homicidio atroz antes de que él mismo pase a estar bajo sospecha.,105,A contrarreloj,tt0313443
708,7.4,No tiene datos,Isabel Coixet,Isabel Coixet,Una joven oculta su cáncer terminal para vivir la vida con una pasión desconocida hasta el momento.,106,Mi vida sin mí,tt0314412
709,6.1,44,Thom Fitzgerald,"Tim Marback, Steven Hillyer, Thom Fitzgerald",Nick es un fiscal que investiga varias muertes de enfermos de SIDA en la comunidad gay del distrito de Chelsea de la ciudad de Nueva York.,110,The Event,tt0314039
710,6.1,31,Christopher Hampton,"Lawrence Thornton, Christopher Hampton","Un hombre tiene el poder de ver el destino de las personas desaparecidas, con la excepción de su propia esposa.",107,Imagining Argentina,tt0314197
711,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0312981
712,4.0,50,Ramin Niami,Steven Beschloss,A Los Angeles lawman eludes thugs while helping a Chinese woman escape from the sex trade. Chinese-American screen icon Bai Ling and TV star Chad Allen star in this tense drama.,98,Paris,tt0313459
713,4.0,No tiene datos,Reuben Leder,"Reuben Leder, Jutta Rabe, Kaj Holmberg","A journalist from Berlin, Germany, and a Swedish lawyer discover the truth behind the sinking of the ""MS Estonia"" in 1994, where more than 850 people drowned.",113,Tormenta en el Báltico,tt0313250
714,6.6,No tiene datos,Antoine Fuqua,Alex Lasker,Un comandante de operaciones especiales guía a su equipo entre la espesura de la jungla nigeriana con el fin de rescatar a un médico que solo se unirá a ellos si aceptan salvar a 70 refugiados más.,121,Lágrimas del sol,tt0314353
715,6.1,No tiene datos,Richard Berry,Richard Berry,"Cesar is a young schoolboy living in Paris with his family. Their life is ordinary, but Cesar wants more excitement (which he creates, in one instance, by claiming to his teachers that his father has been arrested). During the school holidays, Cesar and his friend Sarah decide to help their mutual friend, Morgan, find his father who supposedly lives in London. Each on... Leer todo",91,"Moi César, 10 ans 1/2, 1m39",tt0314390
716,5.7,41,Eeshwar Nivas,"Mehran, Eeshwar Nivas, Bunty Soorma","Uday, an aspiring police officer, beats up a man for misbehaving with his girlfriend. The man turns out to be a corrupt police officer who later starts harassing Uday and his family.",166,Dum,tt0314006
717,6.4,57,Sébastien Rose,Sébastien Rose,"Jean-Charles, a young man about to turn 30, lives in a large house in the Montreal suburb of Outremont with his mother and his sister, both public library employees. They form a close-knit family, but Jean-Charles feels more and more smothered by the two women, who treat the majority of men with contempt, with the exception of Rasoir, the lover that the mother and dau... Leer todo",99,Comment ma mère accoucha de moi durant sa ménopause,tt0315426
718,7.6,64,Richard Curtis,Richard Curtis,Las vidas de ocho parejas muy diferentes que se ocupan de sus vidas amorosas durante un mes frenético antes de Navidad en Londres.,135,Love Actually,tt0314331
719,3.4,No tiene datos,Viviane Candas,Viviane Candas,"Sexy, gritty and as provocative as a lap dance, The Bathers takes an insider's look at the lives of six women working as dancers at a seedy Parisian peep show. Governed by their overprotective boss, the girls' routine of glittery neon lights and lecherous customers is soon disrupted when an enigmatic stranger enters the scene. Now, drugs, sex and bickering all take a ... Leer todo",83,Les baigneuses,tt0315249
