,0
745,No tiene datos
746,No tiene datos
747,78
748,60
749,No tiene datos
750,No tiene datos
751,No tiene datos
752,No tiene datos
753,50
754,No tiene datos
755,No tiene datos
756,No tiene datos
757,No tiene datos
758,No tiene datos
759,No tiene datos
760,No tiene datos
761,No tiene datos
762,20
763,No tiene datos
764,No tiene datos
765,No tiene datos
766,No tiene datos
767,No tiene datos
768,No tiene datos
769,No tiene datos
770,No tiene datos
771,No tiene datos
772,No tiene datos
773,No tiene datos
774,No tiene datos
775,No tiene datos
776,No tiene datos
777,67
778,No tiene datos
779,No tiene datos
780,No tiene datos
781,No tiene datos
782,No tiene datos
783,No tiene datos
784,No tiene datos
785,No tiene datos
786,No tiene datos
787,70
788,No tiene datos
789,No tiene datos
790,48
791,No tiene datos
792,No tiene datos
793,No tiene datos
794,No tiene datos
795,No tiene datos
796,No tiene datos
797,No tiene datos
798,No tiene datos
799,No tiene datos
800,No tiene datos
801,No tiene datos
802,No tiene datos
803,No tiene datos
804,No tiene datos
805,100
806,No tiene datos
807,No tiene datos
808,No tiene datos
809,No tiene datos
810,No tiene datos
811,No tiene datos
812,7/10
813,No tiene datos
814,No tiene datos
815,No tiene datos
816,No tiene datos
817,No tiene datos
818,No tiene datos
819,No tiene datos
820,No tiene datos
821,No tiene datos
822,No tiene datos
823,No tiene datos
824,No tiene datos
825,No tiene datos
826,No tiene datos
827,86
828,No tiene datos
829,No tiene datos
830,No tiene datos
831,No tiene datos
832,No tiene datos
833,No tiene datos
834,No tiene datos
835,No tiene datos
836,No tiene datos
837,No tiene datos
838,No tiene datos
839,No tiene datos
840,No tiene datos
841,No tiene datos
842,No tiene datos
843,No tiene datos
844,No tiene datos
845,No tiene datos
846,"4,9"
847,No tiene datos
848,No tiene datos
849,No tiene datos
850,No tiene datos
851,No tiene datos
852,No tiene datos
853,No tiene datos
854,No tiene datos
855,No tiene datos
856,No tiene datos
857,No tiene datos
858,No tiene datos
859,14
860,No tiene datos
861,No tiene datos
862,No tiene datos
863,54
864,No tiene datos
865,No tiene datos
866,No tiene datos
867,No tiene datos
868,No tiene datos
869,No tiene datos
870,No tiene datos
871,94
872,No tiene datos
873,No tiene datos
874,No tiene datos
875,No tiene datos
876,No tiene datos
877,No tiene datos
878,No tiene datos
879,No tiene datos
880,No tiene datos
881,No tiene datos
882,No tiene datos
883,No tiene datos
884,No tiene datos
885,No tiene datos
886,No tiene datos
887,No tiene datos
888,No tiene datos
889,No tiene datos
890,No tiene datos
891,No tiene datos
892,No tiene datos
893,47
894,No tiene datos
895,29
896,No tiene datos
897,No tiene datos
898,No tiene datos
899,No tiene datos
900,No tiene datos
901,No tiene datos
902,No tiene datos
903,No tiene datos
904,No tiene datos
905,No tiene datos
906,No tiene datos
907,No tiene datos
908,No tiene datos
909,No tiene datos
910,No tiene datos
911,No tiene datos
912,No tiene datos
913,No tiene datos
914,No tiene datos
915,86
916,No tiene datos
917,100
918,No tiene datos
919,No tiene datos
920,No tiene datos
921,No tiene datos
922,No tiene datos
923,No tiene datos
924,No tiene datos
925,No tiene datos
926,No tiene datos
927,No tiene datos
928,No tiene datos
929,No tiene datos
930,No tiene datos
931,No tiene datos
932,No tiene datos
933,No tiene datos
934,No tiene datos
935,No tiene datos
936,No tiene datos
937,No tiene datos
938,No tiene datos
939,94
940,No tiene datos
941,No tiene datos
942,10
943,No tiene datos
944,No tiene datos
945,44
946,No tiene datos
947,No tiene datos
948,No tiene datos
949,0
950,17
951,50
952,No tiene datos
953,No tiene datos
954,No tiene datos
955,No tiene datos
956,No tiene datos
957,No tiene datos
958,19
959,No tiene datos
960,No tiene datos
961,No tiene datos
962,No tiene datos
963,61
964,No tiene datos
965,56
966,No tiene datos
967,47
968,No tiene datos
969,67
970,No tiene datos
971,No tiene datos
972,No tiene datos
973,14
974,33
975,No tiene datos
976,46
977,No tiene datos
978,33
979,No tiene datos
980,88
981,No tiene datos
982,No tiene datos
983,53
984,No tiene datos
985,No tiene datos
986,No tiene datos
987,11
988,100
989,No tiene datos
990,No tiene datos
991,24
992,No tiene datos
993,47
994,69
995,No tiene datos
996,No tiene datos
997,83
998,No tiene datos
999,No tiene datos
1000,No tiene datos
1001,0
1002,0
1003,No tiene datos
1004,No tiene datos
1005,16
1006,No tiene datos
1007,No tiene datos
1008,16
1009,No tiene datos
1010,No tiene datos
1011,No tiene datos
1012,No tiene datos
1013,59
1014,No tiene datos
1015,No tiene datos
1016,No tiene datos
1017,85
1018,No tiene datos
1019,No tiene datos
1020,50
1021,No tiene datos
1022,No tiene datos
1023,No tiene datos
1024,No tiene datos
1025,No tiene datos
1026,50
1027,No tiene datos
1028,90
1029,No tiene datos
1030,No tiene datos
1031,No tiene datos
1032,No tiene datos
1033,No tiene datos
1034,No tiene datos
1035,No tiene datos
1036,No tiene datos
1037,No tiene datos
1038,No tiene datos
1039,No tiene datos
1040,No tiene datos
1041,No tiene datos
1042,No tiene datos
1043,No tiene datos
1044,No tiene datos
1045,No tiene datos
1046,No tiene datos
1047,No tiene datos
1048,No tiene datos
1049,No tiene datos
1050,No tiene datos
1051,No tiene datos
1052,2
1053,31
1054,No tiene datos
1055,64
1056,65
1057,No tiene datos
1058,No tiene datos
1059,No tiene datos
1060,90
1061,No tiene datos
1062,No tiene datos
1063,No tiene datos
1064,36
1065,No tiene datos
1066,No tiene datos
1067,No tiene datos
1068,No tiene datos
1069,60
1070,No tiene datos
1071,21
1072,No tiene datos
1073,No tiene datos
1074,No tiene datos
1075,No tiene datos
1076,No tiene datos
1077,No tiene datos
1078,No tiene datos
1079,No tiene datos
1080,No tiene datos
1081,No tiene datos
1082,No tiene datos
1083,No tiene datos
1084,No tiene datos
1085,No tiene datos
1086,No tiene datos
1087,No tiene datos
1088,No tiene datos
1089,No tiene datos
1090,No tiene datos
1091,No tiene datos
1092,No tiene datos
1093,No tiene datos
1094,No tiene datos
1095,No tiene datos
1096,6
1097,67
1098,60
1099,No tiene datos
1100,90
1101,No tiene datos
