,0,1,2,3,4,5
94,accion,pelicula,Dracula 2000,2001.0,6.0,tt0219653
95,accion,pelicula,Submerged,2000.0,8.0,tt0218641
96,accion,pelicula,La máscara de Zorro,2000.0,0.0,tt0219169
97,accion,pelicula,Pukar,2000.0,2.0,tt0218533
98,accion,pelicula,Blue Shirts,2000.0,0.0,tt0220336
99,accion,pelicula,Daybreak,2000.0,12.0,tt0219640
100,accion,pelicula,G-Men from Hell,2000.0,12.0,tt0221197
101,accion,pelicula,Khauff,2000.0,3.0,tt0220596
102,accion,pelicula,Mach 2,2000.0,6.0,tt0222020
103,accion,pelicula,Operation Delta Force 5: Random Fire,2000.0,,tt0227200
104,accion,pelicula,Ojos que no ven,2000.0,5.0,tt0226238
105,accion,pelicula,Proof of Life,2001.0,3.0,tt0228750
106,accion,pelicula,Ultraman Tiga: The Final Odyssey,2000.0,0.0,tt0228982
107,accion,pelicula,Tha Eastsidaz,2000.0,8.0,tt0229362
108,accion,pelicula,Blue Belgium,2000.0,,tt0230049
109,accion,pelicula,Bulandi,2000.0,1.0,tt0230055
110,accion,pelicula,The Last Man,2002.0,2.0,tt0231956
111,accion,pelicula,Mela,2000.0,1.0,tt0232079
112,accion,pelicula,Future Murder,2000.0,8.0,tt0233764
113,accion,pelicula,Epicenter,2001.0,3.0,tt0233656
114,accion,pelicula,Command Approved,2000.0,0.0,tt0234321
115,accion,pelicula,Kaho Naa... Pyaar Hai,2000.0,1.0,tt0234000
116,accion,pelicula,Inte bara mördare,2000.0,5.0,tt0235485
117,accion,pelicula,Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,2001.0,5.0,tt0235679
118,accion,pelicula,Isola: Tajuu jinkaku shôjo,2000.0,1.0,tt0233910
119,accion,pelicula,Blinkende lygter,2000.0,11.0,tt0236027
120,accion,pelicula,Dong jing gong lüe,2000.0,1.0,tt0233600
121,accion,pelicula,Dora-heita,2000.0,5.0,tt0236167
122,accion,pelicula,Brat 2,2000.0,5.0,tt0238883
123,accion,pelicula,Monday,2001.0,5.0,tt0239655
124,accion,pelicula,Castle Rock,2000.0,,tt0240400
125,accion,pelicula,Hera Pheri,2000.0,3.0,tt0242519
126,accion,pelicula,Never Look Back,2000.0,0.0,tt0244095
127,accion,pelicula,Mercy Streets,2000.0,10.0,tt0243415
128,accion,pelicula,Crackerjack 3,2003.0,3.0,tt0243196
129,accion,pelicula,Supêsutoraberâzu,2000.0,4.0,tt0243573
130,accion,pelicula,Ides of March,2007.0,2.0,tt0243327
131,accion,pelicula,Kuet chin chi gam ji din,2000.0,2.0,tt0243876
132,accion,pelicula,Solid Cover,2000.0,0.0,tt0246241
133,accion,pelicula,Pierwszy milion,2000.0,4.0,tt0244715
134,accion,pelicula,Warpath,2000.0,0.0,tt0246323
135,accion,pelicula,Wilder,2000.0,11.0,tt0246332
136,accion,pelicula,Yau ching sui yuet: San Gai goo si,2000.0,3.0,tt0244884
137,accion,pelicula,Bad Guys,2000.0,0.0,tt0246446
138,accion,pelicula,Mission Kashmir,2000.0,10.0,tt0248185
139,accion,pelicula,Mehanizam,2001.0,1.0,tt0246776
140,accion,pelicula,Split Intent,2000.0,0.0,tt0247718
141,accion,pelicula,Badal,2000.0,2.0,tt0247944
142,accion,pelicula,Je li jasno prijatelju?,2000.0,11.0,tt0250445
143,accion,pelicula,Hum To Mohabbat Karega,2000.0,5.0,tt0249588
144,accion,pelicula,Take It to the Limit,2000.0,0.0,tt0251422
145,accion,pelicula,Shun liu ni liu,2000.0,10.0,tt0251433
146,accion,pelicula,Bichhoo,2000.0,7.0,tt0252277
147,accion,pelicula,Dak ging san yan lui 2,2000.0,12.0,tt0251094
148,accion,pelicula,Jungle,2000.0,7.0,tt0251756
149,accion,pelicula,Kouravudu,2000.0,7.0,tt0250476
150,accion,pelicula,Kumite,2000.0,0.0,tt0253193
151,accion,pelicula,Game Day,2000.0,0.0,tt0255189
152,accion,pelicula,Kurukshetra,2000.0,11.0,tt0255309
153,accion,pelicula,Gojira tai Megagirasu: Jî shômetsu sakusen,2000.0,12.0,tt0255198
154,accion,pelicula,Burisuta,2000.0,7.0,tt0255019
155,accion,pelicula,Hamara Dil Aapke Paas Hai,2000.0,8.0,tt0255212
156,accion,pelicula,El viaje de Arián,2001.0,5.0,tt0255679
157,accion,pelicula,Khiladi 420,2000.0,12.0,tt0255305
158,accion,pelicula,Aaghaaz,2000.0,10.0,tt0254927
159,accion,pelicula,Deewane,2000.0,8.0,tt0255097
160,accion,pelicula,Sensitive New Age Killer,2001.0,5.0,tt0256375
161,accion,pelicula,Manoharam,2000.0,0.0,tt0258785
162,accion,pelicula,Gung Fu: The New Dragon,2000.0,0.0,tt0258604
163,accion,pelicula,Cheung wong,2000.0,5.0,tt0258489
164,accion,pelicula,Enduro Bojz,2000.0,9.0,tt0258552
165,accion,pelicula,The Operative,2000.0,12.0,tt0258862
166,accion,pelicula,Jong gwai lei: Huet gwong ji zoi,2000.0,7.0,tt0259023
167,accion,pelicula,Digimon: The Movie,2000.0,10.0,tt0259974
168,accion,pelicula,Gojô reisenki: Gojoe,2000.0,10.0,tt0260054
169,accion,pelicula,The Price of Air,2000.0,9.0,tt0261199
170,accion,pelicula,Gongdong gyeongbi guyeok JSA,2000.0,9.0,tt0260991
171,accion,pelicula,Oi yue shing,2000.0,9.0,tt0261125
172,accion,pelicula,Jinji pojiang,2006.0,11.0,tt0262529
173,accion,pelicula,Chek,2000.0,0.0,tt0262329
174,accion,pelicula,Blind Target,2000.0,0.0,tt0260758
175,accion,pelicula,Bangkok Dangerous,2002.0,1.0,tt0263101
176,accion,pelicula,The Black Rose,2000.0,0.0,tt0265088
177,accion,pelicula,Deep Six,2000.0,4.0,tt0263256
178,accion,pelicula,Lagarista,2000.0,9.0,tt0264778
179,accion,pelicula,Batoru rowaiaru,2000.0,12.0,tt0266308
180,accion,pelicula,Howaitoauto,2000.0,8.0,tt0266048
181,accion,pelicula,Lei ting zhan jing,2002.0,5.0,tt0266408
182,accion,pelicula,"No Deposit, No Return",2000.0,0.0,tt0267784
183,accion,pelicula,Jukgeona hokeun nabbeugeona,2000.0,7.0,tt0267622
184,accion,pelicula,Oro diablo,2000.0,6.0,tt0268255
185,accion,pelicula,El camino,2000.0,8.0,tt0269043
186,accion,pelicula,Fah talai jone,2002.0,1.0,tt0269217
187,accion,pelicula,Escaflowne,2000.0,6.0,tt0270933
188,accion,pelicula,Champion,2000.0,12.0,tt0270880
189,accion,pelicula,Mong min ji to,2000.0,10.0,tt0271641
190,accion,pelicula,Papá es un ídolo,2000.0,6.0,tt0271701
191,accion,pelicula,Xiang si chen xianzai,2000.0,4.0,tt0270271
192,accion,pelicula,Ikíngut,2002.0,1.0,tt0271003
193,accion,pelicula,Highway 395,2000.0,11.0,tt0270989
194,accion,pelicula,Bhai Thakur,2000.0,0.0,tt0271996
195,accion,pelicula,Raju Chacha,2000.0,12.0,tt0271748
196,accion,pelicula,San tau chi sai doi,2000.0,11.0,tt0272822
197,accion,pelicula,Blinker en het Bagbag-juweel,2000.0,12.0,tt0272010
198,accion,pelicula,Cyberon,2000.0,12.0,tt0273161
199,accion,pelicula,Dada Sahib,2000.0,0.0,tt0273516
200,accion,pelicula,Hakkyousuru kuchibiru,2000.0,2.0,tt0274541
201,accion,pelicula,Narasimham,2000.0,1.0,tt0273870
202,accion,pelicula,Valliettan,2000.0,0.0,tt0274188
203,accion,pelicula,Blood: The Last Vampire,2000.0,11.0,tt0275230
204,accion,pelicula,Bao li xing jing,2000.0,1.0,tt0275052
205,accion,pelicula,Blood and Honor,2000.0,1.0,tt0275969
206,accion,pelicula,Hysteric,2000.0,5.0,tt0276210
207,accion,pelicula,Gau geung ying ging,2000.0,3.0,tt0276154
208,accion,pelicula,Azaad,2000.0,9.0,tt0278274
209,accion,pelicula,Khoroshie i plokhie,2000.0,1.0,tt0277736
210,accion,pelicula,Oi ngo bit jow,2000.0,10.0,tt0278818
211,accion,pelicula,Versus,2002.0,2.0,tt0275773
212,accion,pelicula,Sang sei kuen chuk,2000.0,1.0,tt0277289
213,accion,pelicula,Bichunmoo,2000.0,7.0,tt0278351
214,accion,pelicula,Fatal Conflict,2000.0,11.0,tt0279809
215,accion,pelicula,Ostatnia misja,2000.0,3.0,tt0281019
216,accion,pelicula,Anakiseuteu Anarchists,2000.0,4.0,tt0280427
217,accion,pelicula,Epoch of Lotus,2000.0,0.0,tt0282466
218,accion,pelicula,Mark Antony,2000.0,0.0,tt0282723
219,accion,pelicula,Hong qiang dao ying,2000.0,4.0,tt0280945
220,accion,pelicula,The Gang,2000.0,0.0,tt0282513
221,accion,pelicula,Pilots,2000.0,0.0,tt0282843
222,accion,pelicula,Adavi Chukka,2000.0,7.0,tt0284814
223,accion,pelicula,Cons,2000.0,0.0,tt0284982
224,accion,pelicula,Bad boy dak gung,2000.0,12.0,tt0284878
225,accion,pelicula,Bangrajan,2000.0,12.0,tt0284880
226,accion,pelicula,Dead or Alive 2: Tôbôsha,2000.0,12.0,tt0285005
227,accion,pelicula,Pandavas: The Five Warriors,2000.0,12.0,tt0285868
228,accion,pelicula,A Matter of Time,2000.0,10.0,tt0286812
229,accion,pelicula,Plastic Boy and the Jokers,2000.0,12.0,tt0286895
230,accion,pelicula,Libera me,2000.0,11.0,tt0289278
231,accion,pelicula,Jung,2000.0,5.0,tt0289725
232,accion,pelicula,Biyaheng langit,2000.0,10.0,tt0291760
233,accion,pelicula,01412 pasasingeum,2000.0,4.0,tt0294237
234,accion,pelicula,Deathrow,2000.0,12.0,tt0294514
235,accion,pelicula,Narcosys,2000.0,7.0,tt0293445
236,accion,pelicula,Kilimanjaro,2000.0,5.0,tt0297231
237,accion,pelicula,Danjeogbiyeonsu,2000.0,11.0,tt0297071
238,accion,pelicula,The Prince of Light,2001.0,9.0,tt0296274
239,accion,pelicula,La dama de rojo,2000.0,0.0,tt0297070
240,accion,pelicula,Jonni Nitro,2000.0,0.0,tt0300058
241,accion,pelicula,Eto na naman ako,2000.0,6.0,tt0306787
242,accion,pelicula,Krodh,2000.0,3.0,tt0311413
243,accion,pelicula,Night All Day,2000.0,,tt0311582
244,accion,pelicula,Heukwoo,2000.0,3.0,tt0315956
245,accion,pelicula,Baller Blockin',2000.0,1.0,tt0315253
246,accion,pelicula,Gone in 60 Seconds: The Ride,2000.0,0.0,tt0315906
247,accion,pelicula,Baaghi,2000.0,4.0,tt0326745
248,accion,pelicula,Chung wah dou hap,2000.0,8.0,tt0325181
249,accion,pelicula,Reinkarnasi,2000.0,0.0,tt0326625
250,accion,pelicula,Cuenta saldada,2000.0,0.0,tt0327601
251,accion,pelicula,Semilla de odio,2000.0,0.0,tt0328397
252,accion,pelicula,36K,2000.0,1.0,tt0331160
253,accion,pelicula,Recompensa,2000.0,0.0,tt0330808
254,accion,pelicula,Ex-Con,2000.0,12.0,tt0335081
255,accion,pelicula,Baliktaran,2000.0,5.0,tt0334921
256,accion,pelicula,Juan & Ted: Wanted,2000.0,12.0,tt0336675
257,accion,pelicula,Sagot kita: Mula ulo hanggang paa,2000.0,11.0,tt0337134
258,accion,pelicula,La texana maldita,2000.0,0.0,tt0341611
259,accion,pelicula,Ayos na... ang kasunod,2000.0,8.0,tt0343388
260,accion,pelicula,Pau lui: Duet min ji lui,2000.0,0.0,tt0347161
261,accion,pelicula,Ang dalubhasa,2000.0,1.0,tt0344838
262,accion,pelicula,Fidel Jimenez: Magkasubukan tayo,2000.0,2.0,tt0346983
263,accion,pelicula,Col. Elmer Jamias: Barako ng Maynila,2000.0,3.0,tt0346775
264,accion,pelicula,Garapal,2000.0,8.0,tt0347041
265,accion,pelicula,Anghel dela guardia,2000.0,8.0,tt0346511
266,accion,pelicula,Antonio Cuervo - Police: Walang pinipili ang batas,2000.0,2.0,tt0346516
267,accion,pelicula,Eskort,2000.0,11.0,tt0346948
268,accion,pelicula,Katayan,2000.0,10.0,tt0347321
269,accion,pelicula,Makamandag na bala,2000.0,3.0,tt0347476
270,accion,pelicula,Tunay na tunay: Gets mo? Gets ko!,2000.0,3.0,tt0344499
271,accion,pelicula,Sugo ng Tondo,2000.0,12.0,tt0348138
272,accion,pelicula,Most Wanted,2000.0,3.0,tt0347573
273,accion,pelicula,Matalino man ang matsing naiisahan din!,2000.0,3.0,tt0347512
274,accion,pelicula,Minsan ko lang sasabihin,2000.0,8.0,tt0347547
275,accion,pelicula,"Pag oras mo, oras mo na",2000.0,4.0,tt0347725
276,accion,pelicula,Entre las patas de los caballos,2000.0,0.0,tt0348602
277,accion,pelicula,Ipinanganak na ang taong papatay sa iyo,2000.0,10.0,tt0347255
278,accion,pelicula,Ping Lacson: Super Cop,2000.0,12.0,tt0347777
279,accion,pelicula,Spirit Warriors,2000.0,12.0,tt0348087
280,accion,pelicula,Testigo,2000.0,9.0,tt0348192
281,accion,pelicula,Tumbador,2000.0,3.0,tt0348260
282,accion,pelicula,Palaban,2000.0,3.0,tt0347728
283,accion,pelicula,Pasasabugin ko ang mundo mo,2000.0,7.0,tt0347747
284,accion,pelicula,"Pedro Penduko, Episode II: The Return of the Comeback",2000.0,5.0,tt0347757
285,accion,pelicula,Sheng shi chuan shuo,2000.0,1.0,tt0347996
286,accion,pelicula,Waray,2000.0,6.0,tt0348350
287,accion,pelicula,Ang babaeng putik,2000.0,3.0,tt0349092
288,accion,pelicula,Tequila y mezcal,2000.0,0.0,tt0354093
289,accion,pelicula,Jallad No. 1,2000.0,0.0,tt0354662
290,accion,pelicula,Fils de personne,2000.0,11.0,tt0356607
291,accion,pelicula,¡Alerta!... La justicia de Rojo,2000.0,0.0,tt0356219
292,accion,pelicula,Paris boum boum,2000.0,6.0,tt0356996
293,accion,pelicula,The Drop,2000.0,5.0,tt0359190
294,accion,pelicula,Bandolero,2000.0,0.0,tt0362431
295,accion,pelicula,23 Hours,2000.0,7.0,tt0361277
296,accion,pelicula,Maten a la hiena,2000.0,0.0,tt0364506
297,accion,pelicula,La perra anda suelta,2000.0,0.0,tt0364598
298,accion,pelicula,The Dominant Eye,2000.0,0.0,tt0363573
299,accion,pelicula,Tres reos,2000.0,0.0,tt0364709
300,accion,pelicula,Moment's Notice,2000.0,0.0,tt0369733
301,accion,pelicula,Orpheus & Eurydice,2000.0,9.0,tt0371047
302,accion,pelicula,Patigasan,2000.0,0.0,tt0371069
303,accion,pelicula,Kahit pito ang buhay mo,2000.0,0.0,tt0373057
304,accion,pelicula,Mitades,2000.0,6.0,tt0374051
305,accion,pelicula,Barrio sin ley,2000.0,,tt0381033
306,accion,pelicula,Horas contadas,2000.0,,tt0381253
307,accion,pelicula,Cazador de serpientes,2000.0,,tt0380256
308,accion,pelicula,Barrio 13 al desnudo,2000.0,,tt0379711
309,accion,pelicula,Maten al cazador,2000.0,,tt0381411
310,accion,pelicula,El gallo de guerrero,2000.0,,tt0381202
311,accion,pelicula,Xiao Li fei dao zi Fei dao wai chuan,2000.0,5.0,tt0388416
312,accion,pelicula,Infierno en la sierra,2000.0,,tt0393379
313,accion,pelicula,La ley de guerrero,2000.0,,tt0393431
314,accion,pelicula,Ley fuga,2000.0,,tt0393432
315,accion,pelicula,Cholos empericados,2000.0,,tt0393151
316,accion,pelicula,El regreso de Camelia la Chicana,2000.0,,tt0393638
317,accion,pelicula,Catarino y los rurales,2000.0,,tt0393132
318,accion,pelicula,El carretonero,2000.0,,tt0393130
319,accion,pelicula,Caceria del chivo,2000.0,,tt0397944
320,accion,pelicula,80 kilos suicidas,2000.0,,tt0396413
321,accion,pelicula,Sagot ko ang buhay mo,2000.0,4.0,tt0398307
322,accion,pelicula,Huwag mo akong subukan,2000.0,,tt0399165
323,accion,pelicula,Shinsengumi,2000.0,1.0,tt0400817
324,accion,pelicula,Biu che ji che san chuen suet,2000.0,10.0,tt0403880
325,accion,pelicula,Emilio Aguinaldo,2000.0,,tt0434916
326,accion,pelicula,Aaj Ka Ravan,2000.0,0.0,tt0437058
327,accion,pelicula,Kahit demonyo itutumba ko,2000.0,,tt0438124
328,accion,pelicula,El jueves no matamos,2000.0,,tt0441332
329,accion,pelicula,Tierra de escorpiones,2000.0,,tt0450859
330,accion,pelicula,Thrill Kill Jack in Hale Manor,2000.0,0.0,tt0451229
331,accion,pelicula,Sultaan,2000.0,2.0,tt0462041
332,accion,pelicula,La ley del gris,2000.0,,tt0465004
333,accion,pelicula,Doubles,2000.0,,tt0467884
334,accion,pelicula,Senza paura,2000.0,5.0,tt0469823
335,accion,pelicula,Shirley Pimple in the John Wayne Temple of Doom,2000.0,0.0,tt0478888
336,accion,pelicula,Meri Jung Ka Elaan,2000.0,0.0,tt0481880
337,accion,pelicula,Vamsee,2000.0,1.0,tt0484003
338,accion,pelicula,Shabdavedi,2000.0,2.0,tt0495627
339,accion,pelicula,Billa No. 786,2000.0,,tt0494926
340,accion,pelicula,Shikaar,2000.0,,tt0495893
341,accion,pelicula,13 Días antes de vivir,2000.0,,tt0772693
342,accion,pelicula,Los muertos no hablan,2000.0,,tt0777953
343,accion,pelicula,The Revenge: Geeta Mera Naam,2000.0,,tt0778824
344,accion,pelicula,Patrón de patrones,2000.0,,tt0783768
345,accion,pelicula,Kaze wo mita shônen,2000.0,7.0,tt0784145
346,accion,pelicula,Las plebes de Sinaloa,2000.0,,tt0787124
347,accion,pelicula,Gomer and Ed Lost in Space,2000.0,2.0,tt0810396
348,accion,pelicula,Kaisokuou ni ore wa naru,2000.0,3.0,tt0814243
349,accion,pelicula,Nan guo feng yun,2000.0,,tt0856262
350,accion,pelicula,Ölüm Pesimizde,2000.0,,tt0899183
351,accion,pelicula,Ngo joi gam yuk dik yat ji,2000.0,1.0,tt0903904
352,accion,pelicula,Ying: Saat ji fat,2000.0,11.0,tt0929287
353,accion,pelicula,Pravo na vybor,2000.0,,tt0950759
354,accion,pelicula,Ying Xiong Wu Yu,2000.0,1.0,tt10049680
355,accion,pelicula,Soorappa,2000.0,5.0,tt10168828
356,accion,pelicula,Umi no ourora,2000.0,8.0,tt1080035
357,accion,pelicula,Kugel ins Genick,2000.0,10.0,tt10895738
358,accion,pelicula,Gai zheng gui xie,2000.0,10.0,tt10978642
359,accion,pelicula,Kaali Ki Saugandh,2000.0,11.0,tt1107348
360,accion,pelicula,I epohi ton asevon,2000.0,11.0,tt1162002
361,accion,pelicula,Kosto,2000.0,,tt11826730
362,accion,pelicula,Rayalaseema Ramanna Chowdary,2000.0,9.0,tt1212136
363,accion,pelicula,Aaj Ka Nanha Farishta,2000.0,2.0,tt1225873
364,accion,pelicula,Kaali Topi Lal Rumaal,2000.0,9.0,tt1236202
365,accion,pelicula,Dujon Dujonar,2000.0,,tt12425714
366,accion,pelicula,Bayer 04 Leverkusen vs Eintracht Frankfurt,2000.0,5.0,tt12455262
367,accion,pelicula,Dalaal No.1,2000.0,,tt1265645
368,accion,pelicula,Foh lung lui,2000.0,,tt13709798
369,accion,pelicula,Aakhir Kaun Thi Woh?,2000.0,,tt1453939
370,accion,pelicula,Babu Parsuram,2000.0,,tt1468292
371,accion,pelicula,Sudhandhiram,2000.0,,tt1505127
372,accion,pelicula,Ayudha Pooja,2000.0,,tt1538460
373,accion,pelicula,Dard Pardesaan De,2000.0,,tt1547627
374,accion,pelicula,Prema Kosam,2000.0,,tt1575657
375,accion,pelicula,Sivaji,2000.0,,tt1575680
376,accion,pelicula,Jayam Manadera,2000.0,10.0,tt1575576
377,accion,pelicula,Baachi,2000.0,11.0,tt1694521
378,accion,pelicula,Nu nan jue,2000.0,3.0,tt1703099
379,accion,pelicula,Yi bu yi di xue,2000.0,1.0,tt1781066
380,accion,pelicula,Goo yung bing,2000.0,10.0,tt1796494
381,accion,pelicula,12 O'clock,2000.0,1.0,tt1841475
382,accion,pelicula,Akin ang labang ito,2000.0,8.0,tt1894406
383,accion,pelicula,Bhai No 1,2000.0,1.0,tt1999101
384,accion,pelicula,Aakhri Dacait,2000.0,11.0,tt2006046
385,accion,pelicula,Saugandh,2000.0,1.0,tt2006228
386,accion,pelicula,Patthar Aur Payal,2000.0,,tt2006203
387,accion,pelicula,Agniputra,2000.0,1.0,tt2008444
388,accion,pelicula,Justice Chowdhary,2000.0,1.0,tt2008544
389,accion,pelicula,Babu Badshah,2000.0,1.0,tt2009425
390,accion,pelicula,Jwalamukhi,2000.0,1.0,tt2009503
391,accion,pelicula,Qurbaniyaan,2000.0,1.0,tt2009563
392,accion,pelicula,Sabse Bada Be-Imaan,2000.0,12.0,tt2009571
393,accion,pelicula,Qian long duo bao,2000.0,4.0,tt2022512
394,accion,pelicula,Nante yononakada.,2000.0,,tt2028524
395,accion,pelicula,Maguna,2000.0,0.0,tt2083257
396,accion,pelicula,Liu mang te jing,2000.0,,tt2097292
397,accion,pelicula,The Twitching Dead,2000.0,0.0,tt2145951
398,accion,pelicula,Kureyon Shinchan: Arashi o Yobu Janguru!,2000.0,4.0,tt2180441
399,accion,pelicula,Tie nan ben se,2000.0,9.0,tt2230266
400,accion,pelicula,Tian xia wu di zhang men ren,2000.0,,tt2433732
401,accion,pelicula,Daku Sultana,2000.0,1.0,tt2504924
402,accion,pelicula,Daku Kali Bhawani,2000.0,6.0,tt2556010
403,accion,pelicula,Dacait,2000.0,2.0,tt2556004
404,accion,pelicula,Ganga Dacait,2000.0,1.0,tt2662780
405,accion,pelicula,Heerabai,2000.0,1.0,tt2663778
406,accion,pelicula,Daku Ganga Jamuna,2000.0,8.0,tt2662760
407,accion,pelicula,Jwala Daku,2000.0,1.0,tt2663818
408,accion,pelicula,Johra Bai,2000.0,1.0,tt2663792
